Step,Veh_ID,Latitud,Longitud,Vel_SUMO_kmh,Vel_Usada_kmh,Vel_Real_kmh,Error_kmh,CO2_mg_s,X,Y
39,veh_25,-0.3382322222222222,-78.44496,9.360000000000001,20.3698490858078,23.0,-2.6301509141921997,4326.9573464000005,14163.714665260903,11592.138226467392
40,veh_13,-0.3707638888888889,-78.48414222222222,9.360000000000001,31.597500562667847,32.0,-0.4024994373321533,4326.9573464000005,9799.337384556573,7993.606713482373
41,veh_13,-0.3346066666666666,-78.44177777777777,18.720000000000002,23.783166885375977,13.0,10.783166885375977,5459.010835200001,14519.058685920365,11992.072435017522
42,veh_5,-0.3883077777777777,-78.52402666666667,9.437739610671995,9.437739610671995,16.0,-6.562260389328005,0.0,5358.035101293776,6052.167926013299
43,veh_8,-0.3904127777777778,-78.52036444444444,37.2974867105484,35.362890005111694,29.0,6.362890005111694,0.0,5765.658249950565,5821.872333997565
44,veh_1,-0.3339444444444444,-78.44121777777778,9.360000000000001,40.47743272781372,32.0,8.47743272781372,4326.9573464000005,14581.626377806791,12064.702684317566
45,veh_26,-0.3899505555555556,-78.51952,50.48859380245209,54.69548797607422,56.0,-1.3045120239257812,10465.249274668147,5858.011500936504,5871.6080060613585
46,veh_17,-0.3338955555555555,-78.4396,9.360000000000001,30.867656588554382,37.0,-6.132343411445618,4326.9573464000005,14761.987153460783,12070.961802863123
47,veh_29,-0.3858538888888889,-78.52221333333334,9.360000000000001,31.025429487228397,37.0,-5.974570512771603,4326.9573464000005,5558.541598612765,6324.736621934943
48,veh_28,-0.4066622222222222,-78.54282666666667,9.360000000000001,51.816980481147766,54.0,-2.183019518852234,4326.9573464000005,3262.6974686552508,4022.9944996834147
49,veh_12,-0.3383716666666667,-78.44510222222222,1.6924769878387451,1.6924769878387451,7.0,-5.307523012161255,1884.773507504223,14147.202710891692,11577.518918930282
50,veh_18,-0.2955244444444444,-78.46194666666666,0.0,-3.987905263900757,7.0,-10.987905263900757,1521.0,12273.942184334212,16316.554642352494
51,veh_10,-0.3680833333333333,-78.47718222222223,9.360000000000001,23.48373508453369,16.0,7.483735084533691,4326.9573464000005,10574.977837200457,8289.121269417996
52,veh_8,-0.3679305555555555,-78.47704,9.360000000000001,20.290812015533447,16.0,4.290812015533447,4326.9573464000005,10589.718152022251,8306.93450908719
53,veh_16,-0.4119016666666666,-78.54672,9.360000000000001,56.223525047302246,49.0,7.223525047302246,4326.9573464000005,2828.9698395891683,3442.5842299991314
54,veh_6,-0.4120988888888889,-78.5472,9.360000000000001,41.39301300048828,35.0,6.393013000488281,4326.9573464000005,2775.3150909869514,3421.1258381901607
55,veh_12,-0.4116861111111111,-78.54755555555556,9.360000000000001,23.1927342414856,32.0,-8.8072657585144,4326.9573464000005,2738.226969983339,3467.1190639433567
56,veh_27,-0.3892688888888889,-78.52060444444444,4.339501857757568,4.339501857757568,10.0,-5.660498142242432,2576.429174409904,5739.736122325902,5949.994976314271
57,veh_5,-0.3890716666666666,-78.51937777777778,18.797739610671997,25.785477876663208,27.0,-1.214522123336792,5469.006959234689,5871.327947661178,5969.552586096269
58,veh_13,-0.2909455555555555,-78.4648888888889,9.360000000000001,73.14149332046509,67.0,6.141493320465088,4326.9573464000005,11945.908195986885,16822.946990185166
59,veh_14,-0.372725,-78.48827555555556,9.360000000000001,20.55208444595337,20.0,0.5520844459533691,4326.9573464000005,9337.933694300056,7778.266132725918
60,veh_30,-0.3960388888888889,-78.52884444444445,0.0,-4.750752985477448,11.0,-15.750752985477448,1521.0,4820.6783390974415,5197.17399834776
61,veh_9,-0.3447594444444444,-78.45573333333333,9.360000000000001,22.48099899291992,26.0,-3.5190010070800817,4326.9573464000005,12965.060647250704,10868.339048202963
62,veh_20,-0.3230855555555555,-78.44091555555555,9.360000000000001,21.113390922546387,15.0,6.113390922546387,4326.9573464000005,14615.2451384975,13266.388083440359
63,veh_1,-0.2792138888888889,-78.47696,9.360000000000001,40.04322600364685,47.0,-6.956773996353149,4326.9573464000005,10602.11254816601,18121.46914178408
64,veh_17,-0.2999222222222222,-78.45896888888889,2.927098274230957,2.927098274230957,0.0,2.927098274230957,2188.3564327048625,12602.790636132757,15827.633307512398
65,veh_21,-0.3714522222222222,-78.48584,3.1518412828445435,3.1518412828445435,12.0,-8.848158717155457,2247.1662013171112,9609.251010606213,7919.447833936692
66,veh_10,-0.3787672222222222,-78.50450666666667,9.360000000000001,33.93199586868286,29.0,4.931995868682861,4326.9573464000005,7530.5462595763665,7108.581098365162
67,veh_9,-0.2984955555555555,-78.46012444444445,13.83588409423828,13.83588409423828,21.0,-7.1641159057617205,0.0,12477.679993614373,15988.469559538722
68,veh_18,-0.2793,-78.47636444444444,9.360000000000001,42.28024458885193,46.0,-3.7197554111480713,4326.9573464000005,10668.633294888583,18113.50046700594
69,veh_20,-0.2942694444444444,-78.46274666666666,30.47339092254639,67.34174835681915,68.0,-0.6582516431808472,7088.83416812354,12183.80396526775,16454.723435631433
70,veh_14,-0.386565,-78.51192888888889,9.360000000000001,10.246611833572388,20.0,-9.753388166427612,4326.9573464000005,6704.177324744296,6250.794670055056
71,veh_8,-0.2768455555555555,-78.48617777777778,9.360000000000001,47.06854104995728,60.0,-12.931458950042718,4326.9573464000005,9575.397823224197,18383.50271472552
72,veh_27,-0.3065038888888889,-78.44934222222223,9.360000000000001,58.9806227684021,58.0,0.9806227684020996,4326.9573464000005,13677.73562282704,15101.696897020223
73,veh_9,-0.3505566666666667,-78.46329777777778,9.360000000000001,36.41811239719391,48.0,-11.581887602806091,4326.9573464000005,12121.324371336155,10228.355744331644
74,veh_28,-0.2688655555555556,-78.48685333333333,9.360000000000001,31.49295139312744,43.0,-11.507048606872559,4326.9573464000005,9499.719311268987,19267.015487211404
75,veh_23,-0.3024472222222222,-78.45597333333333,9.360000000000001,24.113359689712524,34.0,-9.886640310287476,4326.9573464000005,12938.160895148887,15548.890169114624
76,veh_13,-0.408125,-78.54668444444444,9.360000000000001,23.85207891464233,25.0,-1.1479210853576696,4326.9573464000005,2833.684130845227,3861.434731515386
77,veh_15,-0.34587,-78.45779555555555,8.758942723274231,8.758942723274231,9.0,-0.24105727672576904,4085.6809842112675,12734.693082185971,10746.70638227702
78,veh_15,-0.4073966666666667,-78.54675555555555,8.134453177452087,8.134453177452087,13.0,-4.865546822547913,0.0,2827.7396426785212,3942.1805516085474
79,veh_2,-0.3776694444444444,-78.5024711111111,9.360000000000001,10.459136962890623,10.0,0.4591369628906232,4326.9573464000005,7754.593807232085,7231.890643150006
80,veh_24,-0.3674483333333333,-78.47664888888889,9.360000000000001,28.51127529144287,24.0,4.511275291442871,4326.9573464000005,10633.628542407825,8359.998932565413
81,veh_11,-0.2546288888888889,-78.48386666666667,9.360000000000001,53.92649602890015,57.0,-3.0735039710998535,4326.9573464000005,9832.034428232651,20842.272802904066
82,veh_13,-0.3339477777777778,-78.43697777777778,33.212078914642326,49.07254409790039,52.0,-2.9274559020996094,7504.351308350161,15053.567376665393,12066.030781116977
83,veh_1,-0.2607716666666667,-78.48805333333334,9.360000000000001,47.86372542381287,55.0,-7.136274576187127,4326.9573464000005,9370.34432729871,20160.84342224658
84,veh_11,-0.3998866666666666,-78.53248,38.56169617176056,38.56169617176056,46.0,-7.438303828239441,2616.925105953313,4415.362791154284,4772.037568743087
85,veh_24,-0.3332561111111111,-78.43578666666667,9.360000000000001,32.92483067512512,41.0,-8.075169324874878,4326.9573464000005,15184.845991504542,12144.889284270552
86,veh_27,-0.375805,-78.49811555555556,9.360000000000001,32.54878306388855,39.0,-6.45121693611145,4326.9573464000005,8243.255721236073,7438.023372366039
87,veh_10,-0.3986594444444444,-78.53133333333334,9.360000000000001,40.07610511779785,42.0,-1.9238948822021484,4326.9573464000005,4541.67118687991,4909.03734341415
88,veh_4,-0.3661388888888889,-78.4756,9.360000000000001,16.528144240379333,21.0,-4.4718557596206665,4326.9573464000005,10749.920620040199,8505.276864524405
89,veh_12,-0.2543355555555555,-78.48380444444444,9.360000000000001,56.32901680469513,57.0,-0.6709831953048706,4326.9573464000005,9844.814363830037,20872.23258445454
90,veh_13,-0.2979527777777778,-78.46059555555556,9.360000000000001,57.54791212081909,47.0,10.547912120819092,4326.9573464000005,12425.923625746056,16048.97830734556
91,veh_3,-0.3632583333333333,-78.47331555555556,9.360000000000001,50.79068899154663,60.0,-9.20931100845337,4326.9573464000005,11003.989643096873,8824.275768632882
92,veh_4,-0.3408166666666666,-78.44837333333334,9.360000000000001,17.120261907577515,27.0,-9.879738092422485,4326.9573464000005,13783.261016851393,11307.532670509543
93,veh_12,-0.3959844444444444,-78.53003555555556,0.0,-3.843054175376892,10.0,-13.843054175376892,1521.0,4686.515179665489,5204.734092706725
94,veh_8,-0.2455838888888888,-78.48489777777777,9.360000000000001,52.2183039188385,49.0,3.218303918838501,4326.9573464000005,9716.250299836776,21841.573103392333
95,veh_24,-0.2617605555555555,-78.48821333333333,9.360000000000001,69.68205070495605,66.0,3.6820507049560547,4326.9573464000005,9350.472409307626,20052.66165320178
96,veh_13,-0.300075,-78.45890666666666,9.360000000000001,13.25920283794403,20.0,-6.740797162055969,4326.9573464000005,12611.935263574023,15812.498049305435
97,veh_14,-0.4046027777777777,-78.54493333333333,5.1393210887908936,5.1393210887908936,20.0,-14.860678911209106,2815.9496736334745,3024.5855219371456,4253.6480108577225
98,veh_16,-0.2846077777777778,-78.46920888888889,9.360000000000001,61.85523462295532,57.0,4.855234622955322,4326.9573464000005,11467.173750220169,17525.801367842054
99,veh_29,-0.2409761111111111,-78.48555555555555,9.360000000000001,31.904040813446045,24.0,7.904040813446045,4326.9573464000005,9648.829039981256,22351.599642925106
100,veh_20,-0.35421,-78.46616888888889,9.360000000000001,31.878538370132446,39.0,-7.121461629867554,4326.9573464000005,11801.478786619115,9824.197629839577
101,veh_3,-0.2969627777777778,-78.46136888888888,9.360000000000001,32.62391996383667,27.0,5.62391996383667,4326.9573464000005,12340.639955029472,16158.729961972356
102,veh_12,-0.2966427777777777,-78.46151111111111,9.360000000000001,24.52670192718506,26.0,-1.4732980728149414,4326.9573464000005,12324.25007751832,16193.588117031746
103,veh_16,-0.2407605555555555,-78.48545777777778,9.360000000000001,18.70417213439941,21.0,-2.2958278656005895,4326.9573464000005,9656.859936882818,22376.004935674468
104,veh_14,-0.3709983333333333,-78.48476444444445,2.801987171173096,2.801987171173096,9.0,-6.198012828826904,0.0,9729.76282864687,7968.388034093755
105,veh_28,-0.2927538888888888,-78.46373333333334,9.360000000000001,70.3318076133728,63.0,7.331807613372803,4326.9573464000005,12074.138234312568,16622.559220088096
106,veh_28,-0.4025661111111111,-78.53437333333333,18.720000000000002,32.3765172958374,24.0,8.376517295837402,5459.010835200001,4202.17131779837,4477.958993013681
107,veh_25,-0.3875483333333333,-78.5234488888889,4.371666550636292,4.371666550636292,19.0,-14.628333449363708,2585.782991237161,5421.5990407041745,6136.803208870628
108,veh_8,-0.4042472222222222,-78.54212444444444,9.360000000000001,28.39444065093994,19.0,9.394440650939941,4326.9573464000005,3340.4984182433022,4295.529124562867
109,veh_26,-0.2424161111111111,-78.48539555555556,9.360000000000001,11.870477676391602,8.0,3.8704776763916016,4326.9573464000005,9661.70971286439,22196.344861700738
110,veh_26,-0.2421883333333333,-78.48543111111111,2.7643790245056152,2.7643790245056152,9.0,-6.235620975494385,0.0,9654.040525379534,22217.222126249846
111,veh_1,-0.3461366666666666,-78.45828444444444,9.360000000000001,51.13902473449707,44.0,7.13902473449707,4326.9573464000005,12681.721071188098,10716.545303783
112,veh_2,-0.2825427777777777,-78.47044444444444,9.360000000000001,49.40137195587158,48.0,1.401371955871582,4326.9573464000005,11328.079514210316,17753.25997531237
113,veh_9,-0.3339483333333333,-78.44145777777777,3.365576386451721,3.365576386451721,7.0,-3.634423613548279,2304.121043902929,14554.015755247954,12066.545030730083
114,veh_7,-0.3339661111111111,-78.44128,9.360000000000001,18.250001907348636,24.0,-5.749998092651364,4326.9573464000005,14575.959867952686,12066.437739547231
115,veh_24,-0.2768177777777778,-78.48618666666667,9.360000000000001,60.47902870178223,53.0,7.479028701782227,4326.9573464000005,9574.587687149598,18387.128181946202
116,veh_7,-0.3867405555555555,-78.52200888888889,27.610001907348636,27.7740478515625,25.0,2.7740478515625,6669.211630928736,5582.139927031161,6226.019779881907
117,veh_22,-0.39603,-78.53009777777778,8.913090467453003,8.913090467453003,14.0,-5.086909532546997,4146.71279145146,4680.746061344542,5198.602440296738
118,veh_9,-0.4032522222222222,-78.53555555555556,9.360000000000001,46.4914665222168,46.0,0.4914665222167969,4326.9573464000005,4070.3080953668236,4404.128335919629
119,veh_18,-0.3683883333333333,-78.47746666666667,9.360000000000001,19.08111596107483,14.0,5.081115961074829,4326.9573464000005,10541.507248032474,8257.31371494747
120,veh_19,-0.3887955555555555,-78.52140444444444,3.8689118623733525,3.868911862373352,10.0,-6.131088137626648,2442.2224304607466,5649.414544022698,6000.157309360709
121,veh_27,-0.2272172222222222,-78.49146666666667,9.360000000000001,14.78993034362793,16.0,-1.2100696563720703,4326.9573464000005,8974.0,23418.12
122,veh_1,-0.2786738888888889,-78.48010666666667,9.360000000000001,63.2090322971344,58.0,5.209032297134399,4326.9573464000005,10251.412064188522,18180.298590339382
123,veh_6,-0.3768,-78.50176,9.360000000000001,35.10762858390808,28.0,7.107628583908081,4326.9573464000005,7833.0782249212825,7330.107844954575
124,veh_16,-0.2272144444444444,-78.49138666666667,4.9930806159973145,4.9930806159973145,17.0,-12.006919384002686,2771.0727417164935,8978.18137078574,23417.95361908851
125,veh_3,-0.2332344444444444,-78.48429333333333,9.360000000000001,30.52548861503601,31.0,-0.47451138496398926,4326.9573464000005,9784.930076753013,23190.569002511038
126,veh_5,-0.3649538888888889,-78.4746488888889,9.360000000000001,19.11052894592285,12.0,7.110528945922852,4326.9573464000005,10854.927785230608,8637.12242243397
127,veh_22,-0.3398155555555555,-78.44675555555555,9.360000000000001,12.51895236968994,18.0,-5.48104763031006,4326.9573464000005,13962.799722140944,11418.43020940742
128,veh_3,-0.3727444444444444,-78.48830222222222,9.360000000000001,59.4298620223999,52.0,7.429862022399902,4326.9573464000005,9334.742916226896,7776.517088845927
129,veh_20,-0.2302388888888888,-78.49800888888889,9.360000000000001,27.81378126144409,26.0,1.8137812614440882,4326.9573464000005,8180.179121086855,23191.529523038786
130,veh_16,-0.3715977777777778,-78.48613333333333,12.389739751815796,12.389739751815796,20.0,-7.610260248184204,4028.2174224124824,9576.146807705483,7904.286256941108
131,veh_19,-0.3892944444444444,-78.52470222222222,9.360000000000001,28.96370792388916,29.0,-0.036292076110839844,4326.9573464000005,5280.696614172748,5944.512424385007
132,veh_1,-0.2523794444444444,-78.48293333333334,9.360000000000001,44.546438217163086,41.0,3.546438217163086,4326.9573464000005,9936.829665970798,21090.749194092503
133,veh_3,-0.3859916666666667,-78.52232,9.360000000000001,23.46447896957397,22.0,1.464478969573971,4326.9573464000005,5546.9171637002555,6309.331011461809
134,veh_1,-0.2512827777777778,-78.48269333333333,37.440000000000005,45.04001522064209,49.0,-3.95998477935791,8173.7629376,9965.314766496014,21211.767364204552
135,veh_20,-0.2306444444444444,-78.49843555555556,9.360000000000001,21.21554470062256,16.0,5.215544700622559,4326.9573464000005,8178.66,23194.35
136,veh_28,-0.4066555555555555,-78.54642666666666,7.715985417366029,7.715985417366028,9.0,-1.2840145826339722,3687.9214448524285,2861.4455134357095,4023.996789207784
137,veh_15,-0.3855872222222222,-78.52167111111112,9.360000000000001,16.374413013458252,14.0,2.374413013458252,4326.9573464000005,5619.263146296306,6354.108017496455
138,veh_15,-0.3156027777777778,-78.44203555555555,15.875189304351808,15.875189304351808,10.0,5.875189304351808,4036.300364299758,14492.103644142006,14094.514957095062
139,veh_27,-0.4064683333333333,-78.54436444444444,24.14993034362793,60.81883788108826,55.0,5.818837881088257,6181.843861216804,3089.7865120303236,4047.1530117954594
140,veh_23,-0.3706388888888889,-78.48368888888889,9.360000000000001,35.06856870651245,32.0,3.068568706512451,4326.9573464000005,9849.353374327158,8009.1916178477795
141,veh_30,-0.3587616666666666,-78.4697688888889,9.360000000000001,23.786131858825684,32.0,-8.213868141174316,4326.9573464000005,11399.750251974572,9321.202405431417
142,veh_28,-0.3649161111111111,-78.47464,13.291037917137146,13.291037917137146,19.0,-5.708962082862854,3491.0909308430614,10857.34915613415,8640.162869081665
143,veh_18,-0.3874955555555555,-78.52257777777778,9.360000000000001,15.465643405914308,20.0,-4.534356594085692,4326.9573464000005,5516.961349435774,6143.806398156947
144,veh_8,-0.3865372222222222,-78.51260444444445,8.966636061668396,8.966636061668396,10.0,-1.033363938331604,4168.049395383489,6629.89462544107,6250.996396091783
145,veh_28,-0.3855244444444444,-78.52184,15.69034147262573,15.690341472625732,13.0,2.6903414726257324,2490.4983034203224,5602.103611537923,6363.937325618688
146,veh_21,-0.2319427777777777,-78.50368888888889,9.360000000000001,13.670873880386353,9.0,4.6708738803863525,4326.9573464000005,7644.53,23034.15
147,veh_3,-0.3858383333333333,-78.52135111111112,8.992015838623047,8.992015838623047,7.0,1.9920158386230469,4178.187192481181,5654.969034953503,6326.155121269831
148,veh_13,-0.4042572222222222,-78.53976,9.360000000000001,44.543885707855225,42.0,2.5438857078552246,4326.9573464000005,3603.4676292432437,4292.063562419199
149,veh_22,-0.3843066666666667,-78.50788444444444,9.360000000000001,68.67544174194336,65.0,3.6754417419433594,4326.9573464000005,7154.406752070861,6495.6570813477665
150,veh_6,-0.3621616666666666,-78.47248888888889,2.3784701824188232,2.3784701824188232,13.0,-10.621529817581177,2049.4050424429715,11098.697132785313,8943.512978918465
151,veh_22,-0.3540872222222222,-78.4660711111111,37.440000000000005,58.44538593292236,69.0,-10.554614067077637,8173.7629376,11812.374048015463,9837.778006524799
153,veh_8,-0.2431716666666666,-78.48520888888889,18.3266360616684,29.94329082965851,43.0,-13.056709170341492,5408.584516027012,9676.02847542061,22107.729964605493
154,veh_7,-0.2853144444444444,-78.4686488888889,9.360000000000001,64.32765674591064,62.0,2.3276567459106445,4326.9573464000005,11526.530217977093,17445.528861969477
155,veh_19,-0.2846561111111111,-78.46910222222222,9.360000000000001,55.28696024417877,64.0,-8.713039755821228,4326.9573464000005,11476.057218525368,17518.416572873713
156,veh_24,-0.2309794444444444,-78.4844711111111,9.360000000000001,60.98955702781677,72.0,-11.010442972183228,4326.9573464000005,9762.029251135942,23302.479337272885
157,veh_17,-0.3899727777777778,-78.51955555555556,0.0,-4.214582979679108,11.0,-15.214582979679108,1521.0,5855.925777169182,5868.05110213673
158,veh_18,-0.3599566666666666,-78.47077333333333,9.360000000000001,11.769075274467468,28.0,-16.23092472553253,4326.9573464000005,11289.391705670636,9187.781663838425
159,veh_27,-0.2281911111111111,-78.48592,9.360000000000001,49.12379693984985,42.0,7.1237969398498535,4326.9573464000005,9762.029251135942,23302.479337272885
160,veh_3,-0.3026055555555555,-78.45558222222222,9.360000000000001,30.58167266845703,28.0,2.5816726684570312,4326.9573464000005,12982.987033234735,15533.507269686597
161,veh_13,-0.3776866666666666,-78.50535111111111,9.360000000000001,27.892915725708008,32.0,-4.107084274291992,4326.9573464000005,7438.52693009545,7226.7861432663885
162,veh_2,-0.2325283333333333,-78.50105777777777,9.360000000000001,12.374815106391909,21.0,-8.625184893608091,4326.9573464000005,8063.899291354843,23125.642202504503
163,veh_14,-0.2271111111111111,-78.49105777777778,8.619263291358948,8.619263291358948,12.0,-3.3807367086410522,4030.87941706708,8998.88,23417.13
164,veh_11,-0.232945,-78.5046488888889,9.360000000000001,9.612807750701904,7.0,2.6128077507019043,4326.9573464000005,7630.63,23032.03
165,veh_1,-0.2372305555555555,-78.48418666666667,9.360000000000001,19.261842489242557,17.0,2.2618424892425573,4326.9573464000005,9794.365243373011,22767.286366516884
166,veh_21,-0.2363877777777777,-78.48408888888889,23.030873880386352,55.194244384765625,50.0,5.194244384765625,6028.73449969934,9807.296042115393,22859.859828248893
167,veh_20,-0.227165,-78.49259555555555,15.267733573913574,15.267733573913574,14.0,1.2677335739135742,0.0,8920.99,23415.54
168,veh_20,-0.3327272222222222,-78.43468444444444,6.831345796585083,6.831345796585083,14.0,-7.168654203414917,0.0,15311.544288714313,12202.991737304332
169,veh_5,-0.2343866666666666,-78.48419555555556,9.360000000000001,11.861958026885986,7.0,4.861958026885986,4326.9573464000005,9792.977308943066,23081.0169816851
170,veh_8,-0.2756955555555556,-78.48918222222223,9.360000000000001,65.67089629173279,62.0,3.670896291732788,4326.9573464000005,9239.59,18511.21
171,veh_3,-0.3758088888888889,-78.49796444444445,9.360000000000001,67.332679271698,59.0,8.332679271697998,4326.9573464000005,8260.056032812578,7437.040965335224
172,veh_15,-0.39168,-78.52645333333334,9.360000000000001,35.770366072654724,48.0,-12.229633927345276,4326.9573464000005,5086.215927229706,5680.231300247716
173,veh_14,-0.2281394444444444,-78.49512888888889,4.0802836418151855,4.0802836418151855,15.0,-10.919716358184814,0.0,8851.44,23392.15
174,veh_1,-0.2284655555555555,-78.49549333333333,0.0,-0.8232308626174927,13.0,-13.823230862617493,1521.0,8845.002464670792,23386.52116309591
175,veh_11,-0.3755233333333333,-78.49348444444445,18.972807750701904,59.39049816131592,56.0,3.390498161315918,5491.554958202181,8758.028656705754,7469.889722846485
