Nº,Fecha y Hora de Registro,Velocidad (Km/h),Latitud,Longitud,FechaHora,Dia,delta_t_s,delta_v,delta_lat,delta_lon,Vel_Pred_kmh
25,2025-12-22 12:22:18,63.0,-0.2474622222222222,-78.48391111111111,2025-12-22 12:22:18,2025-12-22,2.995732273553991,15.333333333333329,0.001,-0.001,74.18746519088745
11,2025-12-22 12:22:28,63.0,-0.2460244444444444,-78.48462222222223,2025-12-22 12:22:28,2025-12-22,2.3978952727983707,-8.0,0.001,-0.0007111111111157,64.10024213790894
6,2025-12-22 12:22:49,29.0,-0.3541766666666666,-78.46625777777778,2025-12-22 12:22:49,2025-12-22,3.091042453358316,-21.0,-0.001,0.001,12.005506694316864
18,2025-12-22 12:23:13,0.0,-0.3339583333333333,-78.4408,2025-12-22 12:23:13,2025-12-22,3.218875824868201,-5.666666666666668,0.001,0.001,-9.581338763237
10,2025-12-22 12:24:26,46.0,-0.3921666666666666,-78.52166222222222,2025-12-22 12:24:26,2025-12-22,4.30406509320417,-2.666666666666668,-0.001,-0.001,50.622254371643066
22,2025-12-22 12:25:14,21.0,-0.4038205555555555,-78.53793777777778,2025-12-22 12:25:14,2025-12-22,3.8918202981106265,17.000000000000004,-0.001,-0.001,33.56605625152588
18,2025-12-22 12:25:26,51.0,-0.3965211111111111,-78.52939555555555,2025-12-22 12:25:26,2025-12-22,2.5649493574615367,3.3333333333333286,0.001,0.001,44.367111682891846
15,2025-12-22 12:25:42,56.0,-0.3979233333333333,-78.53073777777777,2025-12-22 12:25:42,2025-12-22,2.833213344056216,15.333333333333336,-0.001,-0.001,58.23681569099426
1,2025-12-22 12:26:10,67.0,-0.2483488888888889,-78.48341333333333,2025-12-22 12:26:10,2025-12-22,3.367295829986474,7.666666666666671,0.001,0.001,63.16067171096802
17,2025-12-22 12:26:35,74.0,-0.2441794444444444,-78.48500444444444,2025-12-22 12:26:35,2025-12-22,3.258096538021482,-12.666666666666671,0.001,-0.001,69.327810049057
13,2025-12-22 12:26:38,18.0,-0.3380511111111111,-78.44488,2025-12-22 12:26:38,2025-12-22,1.3862943611198906,1.0,-0.001,0.001,11.729338645935059
19,2025-12-22 12:26:42,70.0,-0.2305077777777777,-78.49834666666666,2025-12-22 12:26:42,2025-12-22,1.6094379124341005,-13.666666666666664,0.001,-0.001,62.17991590499878
29,2025-12-22 12:26:54,33.0,-0.4071127777777777,-78.54301333333333,2025-12-22 12:26:54,2025-12-22,2.5649493574615367,-0.3333333333333357,-0.001,-0.001,47.26083326339722
4,2025-12-22 12:27:09,17.0,-0.4041811111111111,-78.54033777777778,2025-12-22 12:27:09,2025-12-22,2.772588722239781,-11.666666666666668,0.001,0.001,7.643244385719299
2,2025-12-22 12:27:09,35.0,-0.40838,-78.54347555555556,2025-12-22 12:27:09,2025-12-22,0.0,4.333333333333332,-0.001,-0.001,41.45533323287964
9,2025-12-22 12:27:24,46.0,-0.4097833333333333,-78.54396444444444,2025-12-22 12:27:24,2025-12-22,2.772588722239781,10.666666666666671,-0.001,-0.0004888888888814,47.996986865997314
8,2025-12-22 12:27:29,49.0,-0.410345,-78.54419555555556,2025-12-22 12:27:29,2025-12-22,1.791759469228055,8.666666666666664,-0.0005616666666667,-0.0002311111111197,50.66401386260986
15,2025-12-22 12:28:11,61.0,-0.4052166666666666,-78.54212444444444,2025-12-22 12:28:11,2025-12-22,3.7612001156935615,-9.666666666666664,0.001,0.001,51.69009184837341
21,2025-12-22 12:28:11,17.0,-0.2314966666666666,-78.50374222222223,2025-12-22 12:28:11,2025-12-22,0.0,-13.000000000000004,0.001,0.001,8.435538530349731
13,2025-12-22 12:28:34,10.0,-0.4114561111111111,-78.54746666666666,2025-12-22 12:28:34,2025-12-22,3.1780538303479458,-15.333333333333332,-0.001,-0.001,1.6506624221801758
3,2025-12-22 12:29:51,15.0,-0.4087638888888888,-78.54666666666667,2025-12-22 12:29:51,2025-12-22,4.356708826689592,3.666666666666668,0.001,0.0007999999999981,16.532649993896484
12,2025-12-22 12:31:14,28.0,-0.3919872222222222,-78.52665777777777,2025-12-22 12:31:14,2025-12-22,4.430816798843313,8.666666666666664,0.001,0.001,34.579405069351196
27,2025-12-22 12:31:19,36.0,-0.3916483333333333,-78.5264088888889,2025-12-22 12:31:19,2025-12-22,1.791759469228055,3.0,0.0003388888888888,0.0002488888888763,44.299291133880615
17,2025-12-22 12:31:49,24.0,-0.4063488888888888,-78.54663111111111,2025-12-22 12:31:49,2025-12-22,3.4339872044851463,-5.0,-0.001,-0.001,25.32652759552002
28,2025-12-22 12:32:39,13.0,-0.3887505555555555,-78.5244,2025-12-22 12:32:39,2025-12-22,3.9318256327243257,-6.0,0.001,0.001,1.3461683988571167
15,2025-12-22 12:32:50,18.0,-0.3884816666666666,-78.52420444444445,2025-12-22 12:32:50,2025-12-22,2.4849066497880004,-4.666666666666666,0.0002688888888888,0.0001955555555497,14.674677729606628
19,2025-12-22 12:33:02,10.0,-0.4045427777777777,-78.54422222222222,2025-12-22 12:33:02,2025-12-22,2.5649493574615367,1.333333333333334,-0.001,-0.001,17.216250896453857
22,2025-12-22 12:33:49,17.0,-0.4047177777777778,-78.54433777777778,2025-12-22 12:33:49,2025-12-22,3.871201010907891,1.333333333333332,-0.000175,-0.0001155555555669,23.157933473587036
4,2025-12-22 12:33:59,22.0,-0.3752933333333333,-78.50428444444445,2025-12-22 12:33:59,2025-12-22,2.3978952727983707,4.0,0.001,0.001,29.829139232635498
6,2025-12-22 12:34:12,22.0,-0.4085972222222222,-78.54668444444444,2025-12-22 12:34:12,2025-12-22,2.6390573296152584,1.0,-0.001,-0.001,28.346900463104248
29,2025-12-22 12:34:34,20.0,-0.40417,-78.54244444444444,2025-12-22 12:34:34,2025-12-22,3.1354942159291497,-3.666666666666664,0.001,0.001,19.49675679206848
14,2025-12-22 12:34:44,11.0,-0.4041294444444444,-78.54192,2025-12-22 12:34:44,2025-12-22,2.3978952727983707,-2.666666666666668,4.05555555555992e-05,0.0005244444444372,12.306675672531128
1,2025-12-22 12:35:00,14.0,-0.4041488888888889,-78.54120888888889,2025-12-22 12:35:00,2025-12-22,2.833213344056216,-3.0,-1.944444444451632e-05,0.0007111111111157,18.02242660522461
16,2025-12-22 12:35:09,11.0,-0.2284783333333333,-78.50676444444444,2025-12-22 12:35:09,2025-12-22,2.302585092994046,13.666666666666668,0.001,0.001,17.243832111358643
8,2025-12-22 12:35:19,52.0,-0.4041183333333333,-78.53939555555556,2025-12-22 12:35:19,2025-12-22,2.3978952727983707,4.666666666666664,-0.001,-0.001,57.82266807556152
9,2025-12-22 12:35:29,28.0,-0.3873344444444444,-78.52250666666667,2025-12-22 12:35:29,2025-12-22,2.3978952727983707,1.0,0.001,0.001,31.938366174697876
12,2025-12-22 12:36:29,14.0,-0.3575177777777777,-78.46887111111111,2025-12-22 12:36:29,2025-12-22,4.110873864173311,-11.666666666666664,0.001,0.001,6.065108418464661
4,2025-12-22 12:36:58,17.0,-0.3585411111111111,-78.46968888888888,2025-12-22 12:36:58,2025-12-22,3.4011973816621555,1.0,-0.001,-0.0008177777777689,10.343536853790283
10,2025-12-22 12:37:03,31.0,-0.358805,-78.46988444444445,2025-12-22 12:37:03,2025-12-22,1.791759469228055,0.3333333333333321,-0.0002638888888888,-0.0001955555555639,36.131967067718506
23,2025-12-22 12:37:52,15.0,-0.3966644444444444,-78.5301688888889,2025-12-22 12:37:52,2025-12-22,3.912023005428146,12.666666666666664,-0.001,-0.001,17.564510107040405
15,2025-12-22 12:38:16,55.0,-0.22729,-78.49205333333333,2025-12-22 12:38:16,2025-12-22,3.218875824868201,6.666666666666671,0.001,0.001,52.30814218521118
10,2025-12-22 12:38:31,51.0,-0.2267405555555555,-78.49019555555556,2025-12-22 12:38:31,2025-12-22,2.772588722239781,0.3333333333333286,0.0005494444444444,0.001,56.822296142578125
30,2025-12-22 12:38:57,16.0,-0.3949722222222222,-78.52915555555556,2025-12-22 12:38:57,2025-12-22,3.295836866004329,-12.999999999999996,-0.001,-0.001,8.370574474334717
26,2025-12-22 12:39:07,16.0,-0.3946633333333333,-78.52886222222222,2025-12-22 12:39:07,2025-12-22,2.3978952727983707,-2.0,0.0003088888888889,0.0002933333333459,6.8518898487091064
5,2025-12-22 12:39:32,45.0,-0.2281111111111111,-78.48620444444444,2025-12-22 12:39:32,2025-12-22,3.258096538021482,7.666666666666668,0.001,0.001,49.37148571014404
2,2025-12-22 12:39:34,39.0,-0.3855533333333333,-78.50941333333333,2025-12-22 12:39:34,2025-12-22,1.0986122886681098,3.0,-0.001,-0.001,40.607969999313354
10,2025-12-22 12:40:23,25.0,-0.3709272222222222,-78.4848711111111,2025-12-22 12:40:23,2025-12-22,3.912023005428146,-7.666666666666668,0.001,0.001,19.984794855117798
25,2025-12-22 12:40:35,22.0,-0.3834061111111111,-78.50701333333333,2025-12-22 12:40:35,2025-12-22,2.5649493574615367,-7.333333333333336,-0.001,-0.001,17.55367350578308
28,2025-12-22 12:41:42,17.0,-0.3892361111111111,-78.52469333333333,2025-12-22 12:41:42,2025-12-22,4.219507705176107,12.000000000000004,-0.001,-0.001,16.649526476860046
8,2025-12-22 12:41:42,61.0,-0.40084,-78.53325333333333,2025-12-22 12:41:42,2025-12-22,0.0,0.6666666666666643,-0.001,-0.001,60.36034321784973
13,2025-12-22 12:42:06,24.0,-0.4043955555555555,-78.54395555555556,2025-12-22 12:42:06,2025-12-22,3.218875824868201,5.0,-0.001,-0.001,27.572773933410645
7,2025-12-22 12:43:07,32.0,-0.3882438888888889,-78.52404444444444,2025-12-22 12:43:07,2025-12-22,4.127134385045092,-16.0,0.001,0.001,20.31144094467163
13,2025-12-22 12:43:11,13.0,-0.4042544444444444,-78.5403911111111,2025-12-22 12:43:11,2025-12-22,1.6094379124341005,7.0,-0.001,-0.001,13.186717510223389
5,2025-12-22 12:43:35,45.0,-0.23855,-78.48496,2025-12-22 12:43:35,2025-12-22,3.218875824868201,5.333333333333336,0.001,0.001,44.576711654663086
5,2025-12-22 12:43:40,48.0,-0.2391105555555555,-78.48520888888889,2025-12-22 12:43:40,2025-12-22,1.791759469228055,11.666666666666664,-0.0005605555555554,-0.0002488888888905,51.89390230178833
15,2025-12-22 12:43:56,48.0,-0.4029372222222222,-78.5350488888889,2025-12-22 12:43:56,2025-12-22,2.833213344056216,-1.0,-0.001,-0.001,47.80023443698883
26,2025-12-22 12:44:01,42.0,-0.2416888888888889,-78.48584,2025-12-22 12:44:01,2025-12-22,1.791759469228055,1.6666666666666643,0.001,0.001,38.47534132003784
12,2025-12-22 12:44:30,53.0,-0.2303272222222222,-78.49796444444445,2025-12-22 12:44:30,2025-12-22,3.4011973816621555,-4.333333333333329,0.001,-0.001,48.43420433998108
20,2025-12-22 12:44:56,35.0,-0.39871,-78.53141333333333,2025-12-22 12:44:56,2025-12-22,3.295836866004329,-3.0,-0.001,-0.001,30.995694398880005
19,2025-12-22 12:47:00,33.0,-0.2308322222222222,-78.48460444444444,2025-12-22 12:47:00,2025-12-22,4.8283137373023015,-15.333333333333336,0.001,0.001,27.55947518348694
13,2025-12-22 12:47:14,7.0,-0.4045877777777777,-78.54472888888888,2025-12-22 12:47:14,2025-12-22,2.70805020110221,0.3333333333333321,-0.001,-0.001,6.716206192970276
19,2025-12-22 12:47:32,36.0,-0.4040616666666666,-78.53935111111112,2025-12-22 12:47:32,2025-12-22,2.9444389791664403,5.333333333333336,0.0005261111111111,0.001,35.51035737991333
16,2025-12-22 12:47:53,49.0,-0.3835144444444444,-78.50717333333333,2025-12-22 12:47:53,2025-12-22,3.091042453358316,0.3333333333333321,0.001,0.001,57.70758771896362
28,2025-12-22 12:48:05,8.0,-0.4107816666666666,-78.54720888888889,2025-12-22 12:48:05,2025-12-22,2.5649493574615367,-2.333333333333332,-0.001,-0.001,6.46956193447113
10,2025-12-22 12:48:09,29.0,-0.3896827777777777,-78.52549333333333,2025-12-22 12:48:09,2025-12-22,1.6094379124341005,-6.666666666666668,0.001,0.001,25.661182641983032
2,2025-12-22 12:48:10,29.0,-0.23514,-78.4844088888889,2025-12-22 12:48:10,2025-12-22,0.6931471805599453,-0.3333333333333321,0.001,0.001,39.10084867477417
10,2025-12-22 12:48:23,7.0,-0.4052083333333333,-78.54513777777778,2025-12-22 12:48:23,2025-12-22,2.6390573296152584,13.666666666666668,-0.001,-0.001,2.903143882751465
4,2025-12-22 12:48:46,70.0,-0.27838,-78.48184,2025-12-22 12:48:46,2025-12-22,3.1780538303479458,1.0,0.001,0.001,65.7077556848526
22,2025-12-22 12:49:28,32.0,-0.3925783333333333,-78.52718222222222,2025-12-22 12:49:28,2025-12-22,3.7612001156935615,8.333333333333329,-0.001,-0.001,38.02762460708618
19,2025-12-22 12:49:30,32.0,-0.2796794444444444,-78.47507555555555,2025-12-22 12:49:30,2025-12-22,1.0986122886681098,-18.33333333333333,0.001,0.001,21.51044738292694
6,2025-12-22 12:49:48,15.0,-0.3934033333333333,-78.52784888888888,2025-12-22 12:49:48,2025-12-22,2.9444389791664403,2.0,-0.001,-0.001,14.110402464866638
30,2025-12-22 12:50:08,38.0,-0.3949383333333333,-78.52913777777778,2025-12-22 12:50:08,2025-12-22,3.044522437723423,-7.333333333333332,-0.001,-0.001,34.225244998931885
11,2025-12-22 12:50:54,10.0,-0.4039216666666667,-78.53903111111111,2025-12-22 12:50:54,2025-12-22,3.8501476017100575,-2.0,-0.001,-0.001,15.619363784790039
28,2025-12-22 12:51:21,9.0,-0.3854344444444444,-78.52181333333333,2025-12-22 12:51:21,2025-12-22,3.332204510175204,-10.0,0.001,0.001,14.527896881103516
22,2025-12-22 12:51:23,8.0,-0.3891,-78.52071111111111,2025-12-22 12:51:23,2025-12-22,1.0986122886681098,0.0,-0.001,0.001,2.07012939453125
21,2025-12-22 12:51:50,10.0,-0.2419127777777777,-78.48583111111111,2025-12-22 12:51:50,2025-12-22,3.332204510175204,0.0,0.001,0.001,18.54222059249878
3,2025-12-22 12:52:48,9.0,-0.3879211111111111,-78.52290666666667,2025-12-22 12:52:48,2025-12-22,4.07753744390572,1.0,-0.001,-0.001,20.039621829986572
6,2025-12-22 12:52:52,11.0,-0.3902816666666667,-78.52540444444445,2025-12-22 12:52:52,2025-12-22,1.6094379124341005,2.0,-0.001,-0.001,3.168824076652527
23,2025-12-22 12:52:57,16.0,-0.3767411111111111,-78.50651555555555,2025-12-22 12:52:57,2025-12-22,1.791759469228055,5.0,0.001,0.001,23.642135620117188
21,2025-12-22 12:53:33,24.0,-0.3990022222222222,-78.53169777777778,2025-12-22 12:53:33,2025-12-22,3.610917912644224,7.666666666666668,-0.001,-0.001,23.265196323394775
17,2025-12-22 12:54:29,34.0,-0.40619,-78.54658666666667,2025-12-22 12:54:29,2025-12-22,4.04305126783455,3.0,-0.001,-0.001,37.08248043060303
8,2025-12-22 12:54:34,25.0,-0.4058222222222222,-78.54649777777777,2025-12-22 12:54:34,2025-12-22,1.791759469228055,-2.666666666666668,0.0003677777777778,8.888888889657665e-05,21.758049726486206
19,2025-12-22 12:54:43,16.0,-0.3964361111111111,-78.5304,2025-12-22 12:54:43,2025-12-22,2.302585092994046,10.0,0.001,0.001,13.55702793598175
10,2025-12-22 12:54:46,64.0,-0.2616566666666666,-78.48845333333334,2025-12-22 12:54:46,2025-12-22,1.3862943611198906,3.0,0.001,0.001,65.79086804389954
29,2025-12-22 12:55:24,34.0,-0.3542805555555555,-78.46630222222223,2025-12-22 12:55:24,2025-12-22,3.6635616461296463,17.0,-0.001,0.001,32.932180404663086
5,2025-12-22 12:55:51,67.0,-0.2731166666666667,-78.49067555555555,2025-12-22 12:55:51,2025-12-22,3.332204510175204,0.0,0.001,-0.001,55.95108163356781
9,2025-12-22 12:56:15,64.0,-0.2764761111111111,-78.48791111111112,2025-12-22 12:56:15,2025-12-22,3.218875824868201,-4.666666666666664,-0.001,0.001,60.28054141998291
29,2025-12-22 12:56:18,20.0,-0.3776033333333333,-78.50248,2025-12-22 12:56:18,2025-12-22,1.3862943611198906,-14.666666666666671,-0.001,-0.001,5.678969025611877
4,2025-12-22 12:56:29,23.0,-0.350625,-78.46340444444445,2025-12-22 12:56:29,2025-12-22,2.4849066497880004,-2.6666666666666643,0.001,0.001,8.949480533599854
18,2025-12-22 12:56:45,56.0,-0.277985,-78.48299555555556,2025-12-22 12:56:45,2025-12-22,2.833213344056216,6.0,0.001,-0.001,59.438827991485596
12,2025-12-22 12:56:59,38.0,-0.3488844444444444,-78.462,2025-12-22 12:56:59,2025-12-22,2.70805020110221,1.0,-0.001,0.001,36.86070132255554
26,2025-12-22 12:58:07,26.0,-0.3892105555555555,-78.52038222222222,2025-12-22 12:58:07,2025-12-22,4.23410650459726,-11.333333333333332,-0.001,-0.001,18.566468715667725
6,2025-12-22 12:58:41,22.0,-0.3902483333333333,-78.5204711111111,2025-12-22 12:58:41,2025-12-22,3.555348061489413,3.999999999999997,-0.001,-8.888888888236579e-05,18.26866638660431
14,2025-12-22 12:59:10,50.0,-0.2885433333333333,-78.46675555555555,2025-12-22 12:59:10,2025-12-22,3.4011973816621555,10.333333333333336,0.001,0.001,46.8884801864624
30,2025-12-22 12:59:13,57.0,-0.3711116666666667,-78.48531555555556,2025-12-22 12:59:13,2025-12-22,1.3862943611198906,0.6666666666666643,-0.001,-0.001,56.23835277557373
27,2025-12-22 12:59:25,24.0,-0.2898311111111111,-78.46598222222222,2025-12-22 12:59:25,2025-12-22,2.5649493574615367,-0.3333333333333286,0.001,0.001,13.688699841499329
15,2025-12-22 12:59:28,49.0,-0.4056733333333333,-78.54665777777778,2025-12-22 12:59:28,2025-12-22,1.3862943611198906,-8.666666666666671,-0.001,-0.001,42.22161257266998
27,2025-12-22 13:00:17,31.0,-0.3864322222222222,-78.51257777777778,2025-12-22 13:00:17,2025-12-22,3.912023005428146,-5.666666666666664,0.001,0.001,30.5513916015625
25,2025-12-22 13:00:59,7.0,-0.4048844444444444,-78.54448888888889,2025-12-22 13:00:59,2025-12-22,3.7612001156935615,-12.333333333333332,-0.001,-0.001,-0.1571439504623413
5,2025-12-22 13:01:10,12.0,-0.3770338888888889,-78.50671111111112,2025-12-22 13:01:10,2025-12-22,2.4849066497880004,-1.666666666666668,0.001,0.001,14.60176420211792
28,2025-12-22 13:01:22,26.0,-0.367205,-78.47652444444445,2025-12-22 13:01:22,2025-12-22,2.5649493574615367,8.333333333333332,0.001,0.001,34.112255334854126
15,2025-12-22 13:01:23,32.0,-0.3881894444444444,-78.52237333333333,2025-12-22 13:01:23,2025-12-22,0.6931471805599453,-1.6666666666666643,-0.001,-0.001,38.32854700088501
1,2025-12-22 13:02:00,7.0,-0.3963505555555555,-78.53046222222223,2025-12-22 13:02:00,2025-12-22,3.6375861597263857,3.333333333333332,-0.001,-0.001,9.799139022827148
13,2025-12-22 13:02:26,36.0,-0.38118,-78.5052,2025-12-22 13:02:26,2025-12-22,3.295836866004329,-1.666666666666668,0.001,0.001,30.28889751434326
25,2025-12-22 13:02:35,27.0,-0.3065822222222222,-78.44942222222222,2025-12-22 13:02:35,2025-12-22,2.302585092994046,2.0,0.001,0.001,31.426589012145996
27,2025-12-22 13:02:50,13.0,-0.3383538888888889,-78.44518222222223,2025-12-22 13:02:50,2025-12-22,2.772588722239781,-9.333333333333332,-0.001,0.001,19.635563373565674
19,2025-12-22 13:03:04,8.0,-0.4041766666666667,-78.5404,2025-12-22 13:03:04,2025-12-22,2.70805020110221,3.333333333333332,-0.001,-0.001,13.10366439819336
25,2025-12-22 13:03:37,37.0,-0.3642266666666666,-78.47416888888888,2025-12-22 13:03:37,2025-12-22,3.5263605246161616,8.333333333333336,0.001,0.001,41.82635259628296
1,2025-12-22 13:03:38,38.0,-0.3889555555555555,-78.5185688888889,2025-12-22 13:03:38,2025-12-22,0.6931471805599453,8.333333333333332,-0.001,-0.001,45.17365026473999
15,2025-12-22 13:03:50,33.0,-0.3076222222222222,-78.44761777777778,2025-12-22 13:03:50,2025-12-22,2.5649493574615367,1.3333333333333357,0.001,0.001,31.098585605621338
15,2025-12-22 13:04:03,41.0,-0.3875811111111111,-78.51632,2025-12-22 13:04:03,2025-12-22,2.6390573296152584,-4.666666666666671,-0.001,-0.001,37.857627630233765
23,2025-12-22 13:04:04,24.0,-0.3921061111111111,-78.52676444444444,2025-12-22 13:04:04,2025-12-22,0.6931471805599453,-6.666666666666664,-0.001,-0.001,21.4824857711792
8,2025-12-22 13:04:16,13.0,-0.3773844444444444,-78.50637333333333,2025-12-22 13:04:16,2025-12-22,2.5649493574615367,4.0,0.001,0.001,4.733278036117554
1,2025-12-22 13:04:54,53.0,-0.3995588888888889,-78.53224888888889,2025-12-22 13:04:54,2025-12-22,3.6635616461296463,6.666666666666664,-0.001,-0.001,52.79858934879303
24,2025-12-22 13:04:59,44.0,-0.3991116666666666,-78.53183111111112,2025-12-22 13:04:59,2025-12-22,1.791759469228055,9.666666666666671,0.0004472222222223,0.0004177777777698,48.763023853302
23,2025-12-22 13:05:14,42.0,-0.3979766666666666,-78.53074666666667,2025-12-22 13:05:14,2025-12-22,2.772588722239781,-11.0,0.001,0.001,30.378031253814697
26,2025-12-22 13:05:18,20.0,-0.3583083333333333,-78.46944,2025-12-22 13:05:18,2025-12-22,1.6094379124341005,-12.000000000000004,0.001,0.001,10.507109761238098
23,2025-12-22 13:05:25,8.0,-0.3339588888888889,-78.44102222222222,2025-12-22 13:05:25,2025-12-22,2.079441541679836,4.333333333333336,0.001,0.001,0.19633102416992188
2,2025-12-22 13:06:03,55.0,-0.3551777777777777,-78.46700444444444,2025-12-22 13:06:03,2025-12-22,3.6635616461296463,20.33333333333333,-0.001,-0.001,52.559102177619934
3,2025-12-22 13:06:31,81.0,-0.3739083333333333,-78.49039111111111,2025-12-22 13:06:31,2025-12-22,3.367295829986474,9.333333333333336,-0.001,-0.001,82.65417194366455
7,2025-12-22 13:06:32,36.0,-0.3528744444444444,-78.46519111111111,2025-12-22 13:06:32,2025-12-22,0.6931471805599453,-6.0,0.001,0.001,30.30446684360504
13,2025-12-22 13:06:34,37.0,-0.4117972222222222,-78.54655111111111,2025-12-22 13:06:34,2025-12-22,1.0986122886681098,-6.333333333333336,-0.001,-0.001,25.62843155860901
15,2025-12-22 13:06:41,62.0,-0.3729311111111111,-78.48876444444444,2025-12-22 13:06:41,2025-12-22,2.079441541679836,-3.0,0.001,0.001,59.43134319782257
28,2025-12-22 13:06:52,27.0,-0.3516105555555555,-78.46419555555556,2025-12-22 13:06:52,2025-12-22,2.4849066497880004,-3.0,0.001,0.001,24.766923308372498
28,2025-12-22 13:06:59,28.0,-0.3947,-78.52888888888889,2025-12-22 13:06:59,2025-12-22,2.079441541679836,-16.666666666666668,-0.001,-0.001,28.681746006011963
16,2025-12-22 13:06:59,12.0,-0.3867083333333333,-78.52290666666667,2025-12-22 13:06:59,2025-12-22,0.0,11.333333333333332,0.001,0.001,10.653216361999512
29,2025-12-22 13:07:17,61.0,-0.3493877777777778,-78.46243555555556,2025-12-22 13:07:17,2025-12-22,2.9444389791664403,-5.666666666666664,0.001,0.001,62.50365710258484
10,2025-12-22 13:07:21,11.0,-0.3005605555555555,-78.45835555555556,2025-12-22 13:07:21,2025-12-22,1.6094379124341005,12.333333333333336,0.001,0.001,21.946903228759766
8,2025-12-22 13:07:21,49.0,-0.3711111111111111,-78.48518222222222,2025-12-22 13:07:21,2025-12-22,0.0,3.3333333333333286,-0.001,-0.001,40.178913712501526
26,2025-12-22 13:08:25,71.0,-0.32978,-78.43628444444444,2025-12-22 13:08:25,2025-12-22,4.174387269895637,25.000000000000007,0.001,0.001,79.84176254272461
12,2025-12-22 13:08:30,86.0,-0.3247711111111111,-78.44032,2025-12-22 13:08:30,2025-12-22,1.791759469228055,1.0,0.001,-0.001,80.40085828304291
11,2025-12-22 13:09:23,52.0,-0.4045483333333333,-78.54124444444444,2025-12-22 13:09:23,2025-12-22,3.9889840465642745,-12.000000000000009,-0.001,-0.001,36.355054795742035
15,2025-12-22 13:09:26,35.0,-0.3772127777777778,-78.50223111111112,2025-12-22 13:09:26,2025-12-22,1.3862943611198906,-25.33333333333333,0.001,0.001,15.830400586128235
30,2025-12-22 13:09:28,10.0,-0.405765,-78.54646222222222,2025-12-22 13:09:28,2025-12-22,1.0986122886681098,-8.333333333333336,-0.001,-0.001,7.863355875015259
20,2025-12-22 13:09:30,27.0,-0.3890361111111111,-78.5208,2025-12-22 13:09:30,2025-12-22,1.0986122886681098,0.0,0.001,0.001,25.070969581604004
7,2025-12-22 13:09:44,35.0,-0.3891583333333333,-78.52004444444445,2025-12-22 13:09:44,2025-12-22,2.70805020110221,9.333333333333336,-0.0001222222222221,0.0007555555555427,41.26589775085449
17,2025-12-22 13:09:49,38.0,-0.31781,-78.44224,2025-12-22 13:09:49,2025-12-22,1.791759469228055,0.0,0.001,0.001,43.83776354789734
6,2025-12-22 13:10:00,27.0,-0.3336411111111111,-78.43664888888888,2025-12-22 13:10:00,2025-12-22,2.4849066497880004,8.0,-0.001,0.001,18.688438653945923
22,2025-12-22 13:10:02,59.0,-0.3757038888888889,-78.49776888888888,2025-12-22 13:10:02,2025-12-22,1.0986122886681098,4.333333333333329,-0.001,-0.001,60.414639949798584
28,2025-12-22 13:10:12,51.0,-0.3757766666666666,-78.49641777777778,2025-12-22 13:10:12,2025-12-22,2.3978952727983707,-1.6666666666666643,-7.277777777769945e-05,0.001,49.06166410446167
29,2025-12-22 13:11:00,22.0,-0.3070966666666667,-78.44845333333333,2025-12-22 13:11:00,2025-12-22,3.8918202981106265,-8.666666666666664,0.001,0.001,18.638181805610657
19,2025-12-22 13:11:11,33.0,-0.4114811111111111,-78.54748444444445,2025-12-22 13:11:11,2025-12-22,2.4849066497880004,-14.333333333333336,-0.001,-0.001,24.695192456245422
13,2025-12-22 13:11:21,8.0,-0.372515,-78.48805333333334,2025-12-22 13:11:21,2025-12-22,2.3978952727983707,-4.0,0.001,0.001,11.605464696884155
26,2025-12-22 13:11:34,10.0,-0.38577,-78.52135111111112,2025-12-22 13:11:34,2025-12-22,2.6390573296152584,3.0,-0.001,-0.001,18.094091415405273
5,2025-12-22 13:12:11,42.0,-0.3571583333333333,-78.46852444444444,2025-12-22 13:12:11,2025-12-22,3.6375861597263857,7.333333333333332,0.001,0.001,45.41122269630432
23,2025-12-22 13:12:14,30.0,-0.3875033333333333,-78.5226488888889,2025-12-22 13:12:14,2025-12-22,1.3862943611198906,2.0,-0.001,-0.001,35.730578899383545
22,2025-12-22 13:12:20,16.0,-0.3337955555555555,-78.44150222222223,2025-12-22 13:12:20,2025-12-22,1.9459101490553128,3.333333333333332,0.001,0.001,14.941923975944519
3,2025-12-22 13:12:33,52.0,-0.3757655555555556,-78.49705777777778,2025-12-22 13:12:33,2025-12-22,2.6390573296152584,-6.333333333333332,-0.001,-0.001,50.39028477668762
20,2025-12-22 13:12:59,11.0,-0.3887072222222222,-78.52141333333333,2025-12-22 13:12:59,2025-12-22,3.295836866004329,13.000000000000004,-0.001,-0.001,13.222295999526978
2,2025-12-22 13:13:01,55.0,-0.3674261111111111,-78.47668444444444,2025-12-22 13:13:01,2025-12-22,1.0986122886681098,-14.000000000000004,0.001,0.001,49.93427634239197
4,2025-12-22 13:13:14,10.0,-0.3852505555555555,-78.50903111111111,2025-12-22 13:13:14,2025-12-22,2.6390573296152584,2.0,-0.001,-0.001,16.952106952667236
8,2025-12-22 13:13:41,17.0,-0.3660383333333333,-78.47562666666667,2025-12-22 13:13:41,2025-12-22,3.332204510175204,-12.333333333333332,0.001,0.001,4.880281209945679
5,2025-12-22 13:13:47,18.0,-0.4051577777777778,-78.54469333333333,2025-12-22 13:13:47,2025-12-22,1.9459101490553128,6.333333333333332,-0.001,-0.001,24.945834159851074
