Nº,Fecha y Hora de Registro,Velocidad (Km/h),Latitud,Longitud,FechaHora,Dia,delta_t_s,delta_v,delta_lat,delta_lon,Vel_Pred_kmh
10,2025-12-20 18:05:35,27.0,-0.4116266666666666,-78.54746666666666,2025-12-20 18:05:35,2025-12-20,3.295836866004329,1.3333333333333357,-0.001,-0.001,19.20178484916687
5,2025-12-20 18:05:47,57.0,-0.3867666666666666,-78.51490666666666,2025-12-20 18:05:47,2025-12-20,2.5649493574615367,2.0,0.001,0.001,67.26432752609253
20,2025-12-20 18:06:10,24.0,-0.4101433333333333,-78.54691555555556,2025-12-20 18:06:10,2025-12-20,3.1780538303479458,5.666666666666664,-0.001,-0.001,19.842711925506592
23,2025-12-20 18:06:24,44.0,-0.2969433333333333,-78.46138666666667,2025-12-20 18:06:24,2025-12-20,2.70805020110221,0.3333333333333357,0.001,0.001,35.83112323284149
9,2025-12-20 18:06:32,58.0,-0.256125,-78.4844711111111,2025-12-20 18:06:32,2025-12-20,2.19722457733622,-0.3333333333333357,0.001,-0.001,63.114707946777344
26,2025-12-20 18:06:37,23.0,-0.2556355555555555,-78.48424,2025-12-20 18:06:37,2025-12-20,1.791759469228055,2.333333333333336,0.0004894444444444,0.0002311111111055,12.066082239151001
3,2025-12-20 18:06:44,51.0,-0.3137627777777778,-78.44189333333334,2025-12-20 18:06:44,2025-12-20,2.079441541679836,-12.666666666666668,-0.001,0.001,40.49388384819031
4,2025-12-20 18:06:55,20.0,-0.407205,-78.54671111111111,2025-12-20 18:06:55,2025-12-20,2.4849066497880004,6.000000000000004,-0.001,-0.001,17.312204837799072
5,2025-12-20 18:07:32,41.0,-0.3933633333333333,-78.52260444444444,2025-12-20 18:07:32,2025-12-20,3.6375861597263857,2.3333333333333286,0.001,0.001,27.227412819862366
15,2025-12-20 18:07:41,58.0,-0.2512477777777778,-78.48272,2025-12-20 18:07:41,2025-12-20,2.302585092994046,5.333333333333336,0.001,0.001,66.03199291229248
10,2025-12-20 18:07:53,36.0,-0.379385,-78.50442666666666,2025-12-20 18:07:53,2025-12-20,2.5649493574615367,-11.333333333333336,-0.001,-0.001,30.44346249103546
8,2025-12-20 18:07:55,7.0,-0.299305,-78.4596088888889,2025-12-20 18:07:55,2025-12-20,1.0986122886681098,-11.999999999999996,0.001,0.001,-9.984777450561523
7,2025-12-20 18:07:59,22.0,-0.3906255555555555,-78.52551111111111,2025-12-20 18:07:59,2025-12-20,1.6094379124341005,-6.000000000000002,-0.001,-0.001,20.711566925048828
2,2025-12-20 18:08:03,18.0,-0.3579066666666666,-78.46907555555556,2025-12-20 18:08:03,2025-12-20,1.6094379124341005,1.0000000000000018,0.001,0.001,14.847442388534546
3,2025-12-20 18:08:23,10.0,-0.3683433333333333,-78.47742222222222,2025-12-20 18:08:23,2025-12-20,3.044522437723423,10.666666666666664,-0.001,-0.001,13.54685664176941
13,2025-12-20 18:08:24,54.0,-0.2855355555555555,-78.46857777777778,2025-12-20 18:08:24,2025-12-20,0.6931471805599453,-3.666666666666664,0.001,0.001,57.25046181678772
23,2025-12-20 18:08:36,7.0,-0.2279655555555555,-78.48620444444444,2025-12-20 18:08:36,2025-12-20,2.5649493574615367,0.3333333333333321,0.001,-0.001,11.235236644744873
8,2025-12-20 18:09:00,11.0,-0.4049794444444444,-78.54447111111111,2025-12-20 18:09:00,2025-12-20,3.218875824868201,-7.666666666666668,-0.001,-0.001,3.433173656463623
27,2025-12-20 18:09:02,31.0,-0.3986633333333333,-78.53139555555556,2025-12-20 18:09:02,2025-12-20,1.0986122886681098,3.666666666666668,0.001,0.001,36.50819158554077
2,2025-12-20 18:09:12,18.0,-0.3524227777777777,-78.46474666666667,2025-12-20 18:09:12,2025-12-20,2.3978952727983707,-1.333333333333332,0.001,0.001,20.297412157058716
4,2025-12-20 18:09:14,7.0,-0.3062022222222222,-78.44978666666667,2025-12-20 18:09:14,2025-12-20,1.0986122886681098,0.6666666666666643,0.001,0.001,8.986948251724243
23,2025-12-20 18:09:35,33.0,-0.30159,-78.45716444444444,2025-12-20 18:09:35,2025-12-20,3.091042453358316,-3.0,0.001,-0.001,34.73561096191406
14,2025-12-20 18:09:47,9.0,-0.2291105555555555,-78.49641777777778,2025-12-20 18:09:47,2025-12-20,2.5649493574615367,12.333333333333336,0.001,-0.001,9.790951251983643
27,2025-12-20 18:09:47,44.0,-0.3509327777777777,-78.46357333333333,2025-12-20 18:09:47,2025-12-20,0.0,4.9999999999999964,-0.001,0.001,46.53577470779419
9,2025-12-20 18:10:00,48.0,-0.3035727777777778,-78.45436444444445,2025-12-20 18:10:00,2025-12-20,2.6390573296152584,1.3333333333333357,0.001,0.001,52.530065059661865
19,2025-12-20 18:10:30,13.0,-0.3053294444444444,-78.45286222222222,2025-12-20 18:10:30,2025-12-20,3.4339872044851463,-5.333333333333332,-0.001,0.001,-0.38780105113983154
6,2025-12-20 18:10:32,28.0,-0.3479894444444444,-78.46109333333334,2025-12-20 18:10:32,2025-12-20,1.0986122886681098,-10.0,-0.001,-0.001,23.213631987571716
17,2025-12-20 18:10:52,18.0,-0.2286183333333333,-78.50669333333333,2025-12-20 18:10:52,2025-12-20,3.044522437723423,2.6666666666666643,0.001,-0.001,22.560763835906982
19,2025-12-20 18:10:59,21.0,-0.3778016666666666,-78.50256,2025-12-20 18:10:59,2025-12-20,2.079441541679836,-4.666666666666664,-0.001,0.001,16.7033371925354
17,2025-12-20 18:11:09,14.0,-0.3046755555555555,-78.45205333333334,2025-12-20 18:11:09,2025-12-20,2.3978952727983707,4.666666666666664,0.001,0.001,20.05050563812256
3,2025-12-20 18:11:19,32.0,-0.2781688888888889,-78.48188444444445,2025-12-20 18:11:19,2025-12-20,2.3978952727983707,-2.6666666666666643,0.001,-0.001,33.07258319854736
6,2025-12-20 18:11:19,13.0,-0.3044972222222222,-78.45237333333333,2025-12-20 18:11:19,2025-12-20,0.0,-0.3333333333333357,-0.001,0.001,15.563304901123047
8,2025-12-20 18:11:24,13.0,-0.3044188888888889,-78.45250666666666,2025-12-20 18:11:24,2025-12-20,1.791759469228055,4.333333333333336,7.83333333332914e-05,-0.0001333333333377,12.829540252685547
9,2025-12-20 18:11:29,45.0,-0.27787,-78.48280888888888,2025-12-20 18:11:29,2025-12-20,1.791759469228055,10.999999999999996,0.001,-0.001,47.09178686141968
20,2025-12-20 18:11:31,46.0,-0.2277827777777777,-78.48656,2025-12-20 18:11:31,2025-12-20,1.0986122886681098,11.333333333333336,0.001,-0.001,49.74051570892334
4,2025-12-20 18:11:36,47.0,-0.227445,-78.48704,2025-12-20 18:11:36,2025-12-20,1.791759469228055,-10.0,0.0003377777777776,-0.000479999999996,45.124147057533264
24,2025-12-20 18:11:45,15.0,-0.3065933333333333,-78.45186666666666,2025-12-20 18:11:45,2025-12-20,2.302585092994046,-7.666666666666668,-0.001,0.001,11.439748406410217
8,2025-12-20 18:11:57,23.0,-0.3451033333333333,-78.45630222222222,2025-12-20 18:11:57,2025-12-20,2.5649493574615367,1.0,-0.001,-0.001,21.046107292175293
26,2025-12-20 18:12:05,50.0,-0.2765277777777777,-78.48703111111111,2025-12-20 18:12:05,2025-12-20,2.19722457733622,5.333333333333332,0.001,-0.001,58.03080916404724
23,2025-12-20 18:12:14,31.0,-0.3033616666666666,-78.45431111111111,2025-12-20 18:12:14,2025-12-20,2.302585092994046,0.0,-0.001,0.001,32.76767587661743
16,2025-12-20 18:12:21,23.0,-0.2292788888888889,-78.49652444444445,2025-12-20 18:12:21,2025-12-20,2.079441541679836,6.0,0.001,-0.001,15.679277062416077
22,2025-12-20 18:12:22,68.0,-0.41158,-78.54602666666666,2025-12-20 18:12:22,2025-12-20,0.6931471805599453,-3.666666666666664,-0.001,-0.001,68.8506178855896
9,2025-12-20 18:12:28,20.0,-0.2296366666666666,-78.50667555555556,2025-12-20 18:12:28,2025-12-20,1.9459101490553128,-3.0,0.001,0.001,21.985971927642822
10,2025-12-20 18:12:36,14.0,-0.2445088888888889,-78.48536,2025-12-20 18:12:36,2025-12-20,2.19722457733622,-6.333333333333332,-0.001,0.001,0.5560871362686157
29,2025-12-20 18:12:39,49.0,-0.2739766666666666,-78.49032888888888,2025-12-20 18:12:39,2025-12-20,1.3862943611198906,-1.0,-0.001,-0.001,51.822699546813965
27,2025-12-20 18:13:18,17.0,-0.38934,-78.52033777777778,2025-12-20 18:13:18,2025-12-20,3.688879454113936,0.6666666666666643,-0.001,-0.001,23.145155429840088
18,2025-12-20 18:13:22,16.0,-0.2271177777777777,-78.49356444444444,2025-12-20 18:13:22,2025-12-20,1.6094379124341005,-10.333333333333332,0.001,0.001,4.969742655754089
19,2025-12-20 18:13:48,18.0,-0.3444516666666666,-78.45507555555555,2025-12-20 18:13:48,2025-12-20,3.295836866004329,3.333333333333332,-0.001,0.001,13.74329137802124
29,2025-12-20 18:13:58,27.0,-0.3547494444444444,-78.46662222222223,2025-12-20 18:13:58,2025-12-20,2.3978952727983707,0.3333333333333357,-0.001,-0.001,31.4805908203125
12,2025-12-20 18:14:11,17.0,-0.2281816666666666,-78.49522666666667,2025-12-20 18:14:11,2025-12-20,2.6390573296152584,0.3333333333333321,0.001,-0.001,21.505016803741455
8,2025-12-20 18:14:11,19.0,-0.2322944444444444,-78.50062222222222,2025-12-20 18:14:11,2025-12-20,0.0,2.0,-0.001,-0.001,18.279755353927612
10,2025-12-20 18:14:28,33.0,-0.3439972222222222,-78.45431111111111,2025-12-20 18:14:28,2025-12-20,2.8903717578961645,11.0,-0.001,0.001,40.56275653839111
4,2025-12-20 18:14:35,50.0,-0.2616311111111111,-78.48818666666666,2025-12-20 18:14:35,2025-12-20,2.079441541679836,-1.0,0.001,-0.001,56.14266276359558
6,2025-12-20 18:14:46,16.0,-0.2292383333333333,-78.49656888888889,2025-12-20 18:14:46,2025-12-20,2.4849066497880004,-8.666666666666668,0.001,-0.001,19.429272174835205
22,2025-12-20 18:14:48,7.0,-0.3382866666666667,-78.44501333333334,2025-12-20 18:14:48,2025-12-20,1.0986122886681098,-9.333333333333332,-0.001,0.001,-2.6435749530792236
22,2025-12-20 18:15:12,22.0,-0.3377783333333333,-78.44446222222223,2025-12-20 18:15:12,2025-12-20,3.218875824868201,2.666666666666668,0.0005083333333333,0.0005511111111076,22.008296966552734
24,2025-12-20 18:15:30,24.0,-0.2984261111111111,-78.46024888888888,2025-12-20 18:15:30,2025-12-20,2.9444389791664403,10.333333333333332,0.001,-0.001,33.13126230239868
28,2025-12-20 18:15:35,38.0,-0.3104733333333333,-78.44277333333334,2025-12-20 18:15:35,2025-12-20,1.791759469228055,0.6666666666666679,-0.001,0.001,40.69707918167114
27,2025-12-20 18:16:01,24.0,-0.2547838888888888,-78.48419555555556,2025-12-20 18:16:01,2025-12-20,3.295836866004329,-2.0,0.001,-0.001,21.10367202758789
9,2025-12-20 18:16:32,18.0,-0.233075,-78.50196444444444,2025-12-20 18:16:32,2025-12-20,3.4657359027997265,4.333333333333332,0.001,-0.001,16.904954195022583
11,2025-12-20 18:16:39,51.0,-0.2951388888888889,-78.46219555555555,2025-12-20 18:16:39,2025-12-20,2.079441541679836,-0.3333333333333321,-0.001,0.001,58.361719608306885
19,2025-12-20 18:16:58,23.0,-0.2579516666666667,-78.48594666666666,2025-12-20 18:16:58,2025-12-20,2.995732273553991,-0.6666666666666679,0.001,-0.001,23.88444948196411
23,2025-12-20 18:17:00,16.0,-0.4046427777777778,-78.54423111111112,2025-12-20 18:17:00,2025-12-20,1.0986122886681098,-11.333333333333332,-0.001,-0.001,8.533055543899536
18,2025-12-20 18:17:03,17.0,-0.4078772222222222,-78.54713777777778,2025-12-20 18:17:03,2025-12-20,1.3862943611198906,-1.666666666666668,-0.001,-0.001,22.40823459625244
1,2025-12-20 18:17:10,18.0,-0.4044994444444444,-78.54396444444444,2025-12-20 18:17:10,2025-12-20,2.079441541679836,0.0,0.001,0.001,20.396528720855713
7,2025-12-20 18:17:21,16.0,-0.2326622222222222,-78.50138666666666,2025-12-20 18:17:21,2025-12-20,2.4849066497880004,-3.333333333333334,0.001,0.001,17.38082981109619
14,2025-12-20 18:17:24,7.0,-0.37022,-78.48203555555556,2025-12-20 18:17:24,2025-12-20,1.3862943611198906,-2.333333333333332,-0.001,0.001,12.806653499603271
22,2025-12-20 18:17:25,11.0,-0.4043922222222222,-78.54310222222222,2025-12-20 18:17:25,2025-12-20,0.6931471805599453,3.0,-0.001,-0.001,12.422851085662842
4,2025-12-20 18:17:46,25.0,-0.2599188888888888,-78.48777777777778,2025-12-20 18:17:46,2025-12-20,3.091042453358316,1.9999999999999984,0.001,0.001,28.984038829803467
21,2025-12-20 18:17:58,13.0,-0.3699211111111111,-78.48070222222222,2025-12-20 18:17:58,2025-12-20,2.5649493574615367,-0.3333333333333321,-0.001,0.001,16.63107442855835
4,2025-12-20 18:18:38,10.0,-0.3441766666666667,-78.45464,2025-12-20 18:18:38,2025-12-20,3.713572066704308,7.0,0.001,0.001,13.180845975875854
20,2025-12-20 18:18:40,46.0,-0.325825,-78.44003555555555,2025-12-20 18:18:40,2025-12-20,1.0986122886681098,2.666666666666668,0.001,0.001,45.66236710548401
12,2025-12-20 18:18:46,21.0,-0.2311011111111111,-78.50392,2025-12-20 18:18:46,2025-12-20,1.9459101490553128,13.999999999999996,0.001,-0.001,24.607335090637207
6,2025-12-20 18:19:19,52.0,-0.2798638888888889,-78.47315555555555,2025-12-20 18:19:19,2025-12-20,3.5263605246161616,-5.0,-0.001,0.001,50.52812349796295
18,2025-12-20 18:19:31,31.0,-0.228805,-78.50660444444445,2025-12-20 18:19:31,2025-12-20,2.5649493574615367,2.6666666666666714,0.001,-0.001,31.9549880027771
1,2025-12-20 18:19:38,29.0,-0.2273038888888889,-78.49251555555556,2025-12-20 18:19:38,2025-12-20,2.079441541679836,-15.000000000000004,0.001,0.001,20.116759777069092
12,2025-12-20 18:19:39,7.0,-0.3692761111111111,-78.47860444444444,2025-12-20 18:19:39,2025-12-20,0.6931471805599453,3.333333333333336,-0.001,0.001,8.563248634338379
18,2025-12-20 18:19:45,41.0,-0.4030038888888889,-78.53500444444444,2025-12-20 18:19:45,2025-12-20,1.9459101490553128,-5.0,-0.001,-0.001,38.61705219745636
23,2025-12-20 18:20:18,14.0,-0.4086388888888889,-78.54728,2025-12-20 18:20:18,2025-12-20,3.5263605246161616,9.666666666666664,-0.001,-0.001,18.52834129333496
23,2025-12-20 18:21:01,36.0,-0.3976716666666666,-78.53036444444444,2025-12-20 18:21:01,2025-12-20,3.784189633918261,-7.666666666666664,0.001,0.001,28.002174854278564
19,2025-12-20 18:21:36,18.0,-0.3967277777777778,-78.53019555555555,2025-12-20 18:21:36,2025-12-20,3.58351893845611,-1.666666666666668,0.0009438888888887,0.0001688888888935,15.906131744384766
22,2025-12-20 18:22:17,9.0,-0.2330266666666666,-78.50465777777778,2025-12-20 18:22:17,2025-12-20,3.737669618283368,-9.333333333333334,0.001,0.001,6.804093360900879
2,2025-12-20 18:22:17,8.0,-0.3330233333333333,-78.43544888888889,2025-12-20 18:22:17,2025-12-20,0.0,0.6666666666666679,-0.001,0.001,9.191108226776123
26,2025-12-20 18:22:30,20.0,-0.333865,-78.4389688888889,2025-12-20 18:22:30,2025-12-20,2.6390573296152584,4.666666666666666,-0.0008416666666667,-0.001,24.93889093399048
21,2025-12-20 18:22:43,23.0,-0.3369955555555555,-78.44358222222222,2025-12-20 18:22:43,2025-12-20,2.6390573296152584,3.666666666666668,-0.001,-0.001,26.518214225769043
1,2025-12-20 18:23:27,19.0,-0.2797505555555555,-78.47473777777778,2025-12-20 18:23:27,2025-12-20,3.80666248977032,0.0,0.001,-0.001,21.40843415260315
14,2025-12-20 18:23:47,20.0,-0.2363872222222222,-78.48452444444445,2025-12-20 18:23:47,2025-12-20,3.044522437723423,-3.0,0.001,-0.001,20.43210744857788
30,2025-12-20 18:23:56,14.0,-0.3339044444444444,-78.44114666666667,2025-12-20 18:23:56,2025-12-20,2.302585092994046,7.333333333333332,-0.001,0.001,18.120194911956787
6,2025-12-20 18:24:02,41.0,-0.2810005555555555,-78.47188444444444,2025-12-20 18:24:02,2025-12-20,1.9459101490553128,6.666666666666668,0.001,-0.001,46.76893091201782
29,2025-12-20 18:24:05,40.0,-0.3910655555555555,-78.52598222222223,2025-12-20 18:24:05,2025-12-20,1.3862943611198906,-2.0,-0.001,-0.001,38.54852080345154
5,2025-12-20 18:24:22,8.0,-0.3340566666666666,-78.43724444444445,2025-12-20 18:24:22,2025-12-20,2.8903717578961645,3.666666666666668,0.001,0.001,6.951495885848999
18,2025-12-20 18:24:38,52.0,-0.2606405555555555,-78.48789333333333,2025-12-20 18:24:38,2025-12-20,2.833213344056216,-5.000000000000004,0.001,-0.001,51.44676220417023
25,2025-12-20 18:24:40,25.0,-0.3897216666666667,-78.52497777777778,2025-12-20 18:24:40,2025-12-20,1.0986122886681098,-0.3333333333333321,-0.001,-0.001,31.350347995758057
21,2025-12-20 18:24:46,7.0,-0.2331361111111111,-78.48448888888889,2025-12-20 18:24:46,2025-12-20,1.9459101490553128,-12.666666666666666,0.001,0.001,-2.7183477878570557
15,2025-12-20 18:24:47,14.0,-0.3325577777777778,-78.43424,2025-12-20 18:24:47,2025-12-20,0.6931471805599453,-0.3333333333333339,-0.001,0.001,20.202239990234375
27,2025-12-20 18:25:01,24.0,-0.2314705555555555,-78.49921777777777,2025-12-20 18:25:01,2025-12-20,2.70805020110221,7.0,0.001,-0.001,31.422058582305908
10,2025-12-20 18:25:04,28.0,-0.2334216666666666,-78.50328888888889,2025-12-20 18:25:04,2025-12-20,1.3862943611198906,-4.666666666666668,-0.001,-0.001,31.280813694000244
24,2025-12-20 18:25:08,0.0,-0.3339577777777778,-78.43690666666667,2025-12-20 18:25:08,2025-12-20,1.6094379124341005,-1.9999999999999984,-0.001,0.001,-4.605504870414734
23,2025-12-20 18:25:24,18.0,-0.2316972222222222,-78.50374222222223,2025-12-20 18:25:24,2025-12-20,2.833213344056216,6.666666666666666,0.001,-0.001,11.162884712219238
22,2025-12-20 18:25:57,48.0,-0.3947138888888888,-78.52509333333333,2025-12-20 18:25:57,2025-12-20,3.5263605246161616,14.333333333333336,-0.001,-0.001,56.4110426902771
25,2025-12-20 18:26:12,43.0,-0.3939572222222222,-78.5234488888889,2025-12-20 18:26:12,2025-12-20,2.772588722239781,6.666666666666664,0.0007566666666666,0.001,47.46153283119202
7,2025-12-20 18:26:17,38.0,-0.24407,-78.48543111111111,2025-12-20 18:26:17,2025-12-20,1.791759469228055,-5.333333333333336,0.001,0.001,21.91428381204605
3,2025-12-20 18:26:18,32.0,-0.32313,-78.44088888888889,2025-12-20 18:26:18,2025-12-20,0.6931471805599453,-4.333333333333329,-0.001,0.001,24.413005232810974
15,2025-12-20 18:26:36,30.0,-0.2325177777777777,-78.50088,2025-12-20 18:26:36,2025-12-20,2.9444389791664403,0.0,0.001,-0.001,27.149945497512817
5,2025-12-20 18:26:51,38.0,-0.2389955555555555,-78.48516444444445,2025-12-20 18:26:51,2025-12-20,2.772588722239781,-6.000000000000004,-0.001,0.001,30.232190370559692
13,2025-12-20 18:26:59,14.0,-0.3553811111111111,-78.4671288888889,2025-12-20 18:26:59,2025-12-20,2.19722457733622,-5.666666666666664,-0.001,0.001,11.890565991401672
27,2025-12-20 18:27:00,13.0,-0.3859016666666666,-78.52138666666667,2025-12-20 18:27:00,2025-12-20,0.6931471805599453,-2.333333333333336,-0.001,-0.001,12.993099570274353
24,2025-12-20 18:27:13,31.0,-0.38968,-78.51934222222222,2025-12-20 18:27:13,2025-12-20,2.6390573296152584,8.0,-0.001,0.001,32.837170124053955
4,2025-12-20 18:27:14,38.0,-0.2408722222222222,-78.48550222222222,2025-12-20 18:27:14,2025-12-20,0.6931471805599453,6.000000000000004,0.001,0.001,45.945919036865234
27,2025-12-20 18:27:57,31.0,-0.2491805555555555,-78.48334222222222,2025-12-20 18:27:57,2025-12-20,3.784189633918261,-2.000000000000004,-0.001,0.001,32.95629954338074
8,2025-12-20 18:28:01,25.0,-0.2291261111111111,-78.49620444444444,2025-12-20 18:28:01,2025-12-20,1.6094379124341005,-4.333333333333332,0.001,-0.001,13.34834098815918
7,2025-12-20 18:28:12,25.0,-0.3153222222222222,-78.4420711111111,2025-12-20 18:28:12,2025-12-20,2.4849066497880004,-2.333333333333332,-0.001,0.001,27.81998872756958
1,2025-12-20 18:28:27,24.0,-0.25132,-78.48300444444445,2025-12-20 18:28:27,2025-12-20,2.772588722239781,2.6666666666666643,0.001,-0.001,25.98188066482544
13,2025-12-20 18:28:30,33.0,-0.34386,-78.45427555555555,2025-12-20 18:28:30,2025-12-20,1.3862943611198906,-5.333333333333332,-0.001,0.001,29.541827917099
14,2025-12-20 18:28:42,9.0,-0.2464916666666666,-78.48475555555555,2025-12-20 18:28:42,2025-12-20,2.5649493574615367,-3.333333333333332,0.001,-0.001,7.561159372329712
12,2025-12-20 18:29:15,14.0,-0.3891611111111111,-78.51942222222222,2025-12-20 18:29:15,2025-12-20,3.5263605246161616,6.333333333333332,-0.001,-0.001,13.504327774047852
24,2025-12-20 18:29:17,52.0,-0.3298916666666667,-78.43616888888889,2025-12-20 18:29:17,2025-12-20,1.0986122886681098,14.333333333333336,0.001,0.001,58.955790519714355
28,2025-12-20 18:29:19,52.0,-0.3293427777777777,-78.43656,2025-12-20 18:29:19,2025-12-20,1.0986122886681098,5.333333333333329,0.0005488888888889,-0.0003911111111136,53.87108039855957
27,2025-12-20 18:29:30,30.0,-0.3900477777777777,-78.52023111111112,2025-12-20 18:29:30,2025-12-20,2.4849066497880004,1.0,-0.001,-0.001,24.653184413909912
10,2025-12-20 18:29:47,55.0,-0.3084005555555555,-78.44613333333334,2025-12-20 18:29:47,2025-12-20,2.8903717578961645,-13.666666666666664,0.001,0.001,50.5114483833313
11,2025-12-20 18:30:01,11.0,-0.2300361111111111,-78.48473777777778,2025-12-20 18:30:01,2025-12-20,2.70805020110221,-4.666666666666668,0.001,-0.001,21.101377964019775
30,2025-12-20 18:30:06,16.0,-0.2302166666666666,-78.48467555555555,2025-12-20 18:30:06,2025-12-20,1.791759469228055,-11.0,-0.0001805555555554,6.222222222618257e-05,14.090471029281616
9,2025-12-20 18:30:07,22.0,-0.2561116666666667,-78.48473777777778,2025-12-20 18:30:07,2025-12-20,0.6931471805599453,0.3333333333333357,-0.001,-6.222222222618257e-05,29.026286125183105
3,2025-12-20 18:30:11,12.0,-0.2515061111111111,-78.48305777777777,2025-12-20 18:30:11,2025-12-20,1.6094379124341005,2.0,0.001,0.001,16.46284532546997
30,2025-12-20 18:31:16,22.0,-0.2285094444444444,-78.48576,2025-12-20 18:31:16,2025-12-20,4.189654742026425,4.0,0.001,-0.001,26.439417123794556
20,2025-12-20 18:31:17,34.0,-0.2596111111111111,-78.48751111111112,2025-12-20 18:31:17,2025-12-20,0.6931471805599453,13.999999999999996,-0.001,-0.001,40.348456144332886
15,2025-12-20 18:31:28,54.0,-0.3190916666666666,-78.44229333333334,2025-12-20 18:31:28,2025-12-20,2.4849066497880004,-0.3333333333333286,-0.001,0.001,58.64105844497681
29,2025-12-20 18:31:41,21.0,-0.2296794444444444,-78.48489777777777,2025-12-20 18:31:41,2025-12-20,2.6390573296152584,-6.666666666666668,0.001,-0.001,23.581000328063965
22,2025-12-20 18:32:07,14.0,-0.2302666666666666,-78.48467555555555,2025-12-20 18:32:07,2025-12-20,3.295836866004329,-14.666666666666668,-0.0005872222222221,0.0002222222222201,2.933037519454956
18,2025-12-20 18:33:05,10.0,-0.3475544444444444,-78.46076444444445,2025-12-20 18:33:05,2025-12-20,4.07753744390572,10.333333333333332,-0.001,0.001,7.3805296421051025
15,2025-12-20 18:33:36,52.0,-0.2392261111111111,-78.48496888888889,2025-12-20 18:33:36,2025-12-20,3.4657359027997265,7.000000000000004,0.001,-0.001,58.04578495025635
14,2025-12-20 18:34:01,35.0,-0.3819461111111111,-78.50561777777777,2025-12-20 18:34:01,2025-12-20,3.258096538021482,16.666666666666664,-0.001,-0.001,44.057265520095825
1,2025-12-20 18:34:03,60.0,-0.2741683333333333,-78.49049777777778,2025-12-20 18:34:03,2025-12-20,1.0986122886681098,-9.666666666666664,0.001,0.001,55.712029337882996
5,2025-12-20 18:34:14,23.0,-0.2334638888888889,-78.50261333333333,2025-12-20 18:34:14,2025-12-20,2.4849066497880004,-8.666666666666668,0.001,-0.001,23.75643301010132
3,2025-12-20 18:34:17,9.0,-0.2372083333333333,-78.48458666666667,2025-12-20 18:34:17,2025-12-20,1.3862943611198906,-16.333333333333336,-0.001,0.001,0.10980749130249023
28,2025-12-20 18:34:33,11.0,-0.3154305555555555,-78.44198222222222,2025-12-20 18:34:33,2025-12-20,2.833213344056216,4.333333333333334,-0.001,0.001,13.288239002227783
10,2025-12-20 18:34:37,36.0,-0.3759627777777777,-78.50050666666667,2025-12-20 18:34:37,2025-12-20,1.6094379124341005,5.333333333333332,-0.001,-0.001,41.82106590270996
10,2025-12-20 18:34:43,25.0,-0.3149627777777777,-78.44194666666667,2025-12-20 18:34:43,2025-12-20,1.9459101490553128,-3.666666666666668,0.001,0.001,33.44717025756836
21,2025-12-20 18:35:07,0.0,-0.2978305555555555,-78.46083555555556,2025-12-20 18:35:07,2025-12-20,3.218875824868201,9.0,0.001,-0.001,-5.220043659210205
2,2025-12-20 18:35:11,63.0,-0.2703827777777778,-78.48893333333334,2025-12-20 18:35:11,2025-12-20,1.6094379124341005,-5.333333333333332,0.001,-0.001,64.73198103904724
12,2025-12-20 18:35:17,9.0,-0.278665,-78.48128888888888,2025-12-20 18:35:17,2025-12-20,1.9459101490553128,12.0,-0.001,0.001,19.269455909729004
14,2025-12-20 18:35:23,36.0,-0.3115688888888889,-78.44179555555556,2025-12-20 18:35:23,2025-12-20,1.9459101490553128,-21.0,-0.001,0.001,20.850508868694305
28,2025-12-20 18:36:09,0.0,-0.3494766666666666,-78.46250666666667,2025-12-20 18:36:09,2025-12-20,3.8501476017100575,2.333333333333332,-0.001,-0.001,4.469733238220215
19,2025-12-20 18:36:31,16.0,-0.2984972222222222,-78.46029333333334,2025-12-20 18:36:31,2025-12-20,3.1354942159291497,-5.333333333333332,0.001,0.001,12.727973222732544
30,2025-12-20 18:36:37,20.0,-0.251685,-78.48302222222222,2025-12-20 18:36:37,2025-12-20,1.9459101490553128,17.0,0.001,-0.001,26.459710597991943
2,2025-12-20 18:36:46,51.0,-0.2779744444444444,-78.48344888888889,2025-12-20 18:36:46,2025-12-20,2.302585092994046,4.0,-0.001,-0.0004266666666694,54.37771654129028
14,2025-12-20 18:36:48,28.0,-0.3079016666666667,-78.44696888888889,2025-12-20 18:36:48,2025-12-20,1.0986122886681098,5.333333333333336,-0.001,0.001,24.380140781402588
18,2025-12-20 18:36:52,36.0,-0.2818883333333333,-78.47119111111111,2025-12-20 18:36:52,2025-12-20,1.6094379124341005,-9.000000000000004,0.001,-0.001,25.292718172073364
5,2025-12-20 18:36:56,24.0,-0.2528188888888888,-78.48337777777778,2025-12-20 18:36:56,2025-12-20,1.6094379124341005,0.3333333333333357,0.001,-0.001,21.113454937934875
27,2025-12-20 18:37:19,29.0,-0.2276522222222222,-78.49445333333334,2025-12-20 18:37:19,2025-12-20,3.1780538303479458,13.333333333333332,0.001,-0.001,14.032397508621216
9,2025-12-20 18:37:32,76.0,-0.2871916666666667,-78.46768888888889,2025-12-20 18:37:32,2025-12-20,2.6390573296152584,7.0,-0.001,0.001,85.49206590652466
26,2025-12-20 18:37:33,45.0,-0.3339511111111111,-78.43946666666666,2025-12-20 18:37:33,2025-12-20,0.6931471805599453,-4.666666666666664,-0.001,0.001,50.752365589141846
