"Fecha y Hora del Equipo","Fecha y Hora de Registro","Velocidad (Km/h)","Latitud","Longitud"
"2025-11-27 12:07:09","2025-11-27 12:07:10","61.00","-0.283645","-78.46975111111111"
"2025-11-27 12:07:14","2025-11-27 12:07:15","61.00","-0.28297555555555554","-78.47018666666666"
"2025-11-27 12:07:19","2025-11-27 12:07:20","44.00","-0.2823716666666667","-78.47048"
"2025-11-27 12:07:24","2025-11-27 12:07:25","8.00","-0.2820722222222222","-78.47062222222222"
"2025-11-27 12:07:34","2025-11-27 12:07:35","12.00","-0.2820972222222222","-78.47061333333333"
"2025-11-27 12:07:39","2025-11-27 12:07:40","21.00","-0.28194","-78.47075555555556"
"2025-11-27 12:07:44","2025-11-27 12:07:45","32.00","-0.2816488888888889","-78.47099555555556"
"2025-11-27 12:07:49","2025-11-27 12:07:50","41.00","-0.2812811111111111","-78.47127111111111"
"2025-11-27 12:07:54","2025-11-27 12:07:55","38.00","-0.2809083333333333","-78.47155555555555"
"2025-11-27 12:07:59","2025-11-27 12:08:01","49.00","-0.2805","-78.47193777777778"
"2025-11-27 12:08:04","2025-11-27 12:08:06","51.00","-0.280115","-78.47248"
"2025-11-27 12:08:09","2025-11-27 12:08:11","57.00","-0.2797938888888889","-78.47306666666667"
"2025-11-27 12:08:14","2025-11-27 12:08:16","50.00","-0.279555","-78.47371555555556"
"2025-11-27 12:08:19","2025-11-27 12:08:21","16.00","-0.27946444444444446","-78.47409777777777"
"2025-11-27 12:08:24","2025-11-27 12:08:25","31.00","-0.27942666666666666","-78.4744"
"2025-11-27 12:08:29","2025-11-27 12:08:30","40.00","-0.279385","-78.47488"
"2025-11-27 12:08:34","2025-11-27 12:08:35","45.00","-0.279335","-78.47544888888889"
"2025-11-27 12:08:39","2025-11-27 12:08:40","47.00","-0.2792627777777778","-78.47603555555555"
"2025-11-27 12:08:44","2025-11-27 12:08:45","50.00","-0.27919055555555555","-78.47665777777777"
"2025-11-27 12:08:49","2025-11-27 12:08:50","54.00","-0.27911055555555553","-78.47730666666666"
"2025-11-27 12:08:54","2025-11-27 12:08:55","57.00","-0.27903055555555556","-78.478"
"2025-11-27 12:08:59","2025-11-27 12:09:00","63.00","-0.2789377777777778","-78.47874666666667"
"2025-11-27 12:09:04","2025-11-27 12:09:05","65.00","-0.2788072222222222","-78.4795288888889"
"2025-11-27 12:09:09","2025-11-27 12:09:10","65.00","-0.27862944444444443","-78.48032888888889"
"2025-11-27 12:09:14","2025-11-27 12:09:15","61.00","-0.27842","-78.48107555555555"
"2025-11-27 12:09:19","2025-11-27 12:09:20","63.00","-0.2781866666666667","-78.4818311111111"
"2025-11-27 12:09:24","2025-11-27 12:09:25","61.00","-0.27794722222222223","-78.48256"
"2025-11-27 12:09:29","2025-11-27 12:09:31","65.00","-0.2776938888888889","-78.48332444444445"
"2025-11-27 12:09:34","2025-11-27 12:09:35","64.00","-0.27744166666666664","-78.48408888888889"
"2025-11-27 12:09:39","2025-11-27 12:09:40","61.00","-0.27719666666666665","-78.48483555555555"
"2025-11-27 12:09:44","2025-11-27 12:09:46","57.00","-0.27697","-78.4855288888889"
"2025-11-27 12:09:49","2025-11-27 12:09:51","57.00","-0.27674055555555555","-78.48621333333334"
"2025-11-27 12:09:54","2025-11-27 12:09:56","57.00","-0.2765183333333333","-78.48688888888888"
"2025-11-27 12:09:59","2025-11-27 12:10:01","57.00","-0.276305","-78.48756444444444"
"2025-11-27 12:10:04","2025-11-27 12:10:06","55.00","-0.2760916666666667","-78.48824"
"2025-11-27 12:10:09","2025-11-27 12:10:10","53.00","-0.27585","-78.48884444444444"
"2025-11-27 12:10:14","2025-11-27 12:10:15","54.00","-0.27545722222222224","-78.48938666666666"
"2025-11-27 12:10:19","2025-11-27 12:10:20","56.00","-0.27495","-78.48986666666667"
"2025-11-27 12:10:24","2025-11-27 12:10:25","59.00","-0.2743261111111111","-78.49021333333333"
"2025-11-27 12:10:29","2025-11-27 12:10:30","56.00","-0.273615","-78.49039111111111"
"2025-11-27 12:10:34","2025-11-27 12:10:35","59.00","-0.2728994444444444","-78.4904088888889"
"2025-11-27 12:10:39","2025-11-27 12:10:40","61.00","-0.27216222222222225","-78.49024"
"2025-11-27 12:10:44","2025-11-27 12:10:45","60.00","-0.2714927777777778","-78.48989333333333"
"2025-11-27 12:10:49","2025-11-27 12:10:50","56.00","-0.27093944444444445","-78.48942222222222"
"2025-11-27 12:10:54","2025-11-27 12:10:55","59.00","-0.2705061111111111","-78.48882666666667"
"2025-11-27 12:10:59","2025-11-27 12:11:00","56.00","-0.27011111111111114","-78.48820444444445"
"2025-11-27 12:11:04","2025-11-27 12:11:05","55.00","-0.26971944444444446","-78.48763555555556"
"2025-11-27 12:11:09","2025-11-27 12:11:10","56.00","-0.26923833333333336","-78.48713777777778"
"2025-11-27 12:11:14","2025-11-27 12:11:15","59.00","-0.2686177777777778","-78.48673777777778"
"2025-11-27 12:11:19","2025-11-27 12:11:20","56.00","-0.26793333333333336","-78.48649777777777"
"2025-11-27 12:11:24","2025-11-27 12:11:25","58.00","-0.267205","-78.48643555555556"
"2025-11-27 12:11:29","2025-11-27 12:11:30","54.00","-0.2664927777777778","-78.48651555555556"
"2025-11-27 12:11:34","2025-11-27 12:11:36","36.00","-0.26594444444444443","-78.48670222222222"
"2025-11-27 12:11:39","2025-11-27 12:11:40","40.00","-0.2655177777777778","-78.48692444444444"
"2025-11-27 12:11:44","2025-11-27 12:11:45","47.00","-0.26502","-78.48717333333333"
"2025-11-27 12:11:49","2025-11-27 12:11:50","49.00","-0.26449388888888886","-78.48746666666666"
"2025-11-27 12:11:54","2025-11-27 12:11:56","50.00","-0.2639416666666667","-78.48775111111111"
"2025-11-27 12:11:59","2025-11-27 12:12:01","38.00","-0.2634238888888889","-78.488"
"2025-11-27 12:12:14","2025-11-27 12:12:15","18.00","-0.2630738888888889","-78.48808888888888"
"2025-11-27 12:12:19","2025-11-27 12:12:20","28.00","-0.2627688888888889","-78.48817777777778"
"2025-11-27 12:12:24","2025-11-27 12:12:25","36.00","-0.26237","-78.4882311111111"
"2025-11-27 12:12:29","2025-11-27 12:12:30","42.00","-0.2618738888888889","-78.48824"
"2025-11-27 12:12:34","2025-11-27 12:12:45","41.00","-0.26134444444444443","-78.48817777777778"
"2025-11-27 12:12:39","2025-11-27 12:12:46","44.00","-0.26081333333333334","-78.48801777777778"
"2025-11-27 12:12:44","2025-11-27 12:12:46","44.00","-0.26029833333333335","-78.4877688888889"
"2025-11-27 12:12:49","2025-11-27 12:12:50","49.00","-0.259815","-78.48742222222222"
"2025-11-27 12:12:54","2025-11-27 12:12:55","50.00","-0.25936333333333333","-78.48697777777778"
"2025-11-27 12:12:59","2025-11-27 12:13:00","49.00","-0.25891888888888887","-78.48651555555556"
"2025-11-27 12:13:04","2025-11-27 12:13:05","52.00","-0.25845555555555555","-78.48605333333333"
"2025-11-27 12:13:09","2025-11-27 12:13:10","55.00","-0.2579677777777778","-78.48556444444445"
"2025-11-27 12:13:14","2025-11-27 12:13:16","55.00","-0.25743944444444444","-78.48513777777778"
"2025-11-27 12:13:19","2025-11-27 12:13:20","52.00","-0.2568927777777778","-78.48478222222222"
"2025-11-27 12:13:24","2025-11-27 12:13:28","55.00","-0.25630166666666665","-78.48449777777778"
"2025-11-27 12:13:29","2025-11-27 12:13:30","59.00","-0.2556311111111111","-78.48422222222223"
"2025-11-27 12:13:34","2025-11-27 12:13:35","66.00","-0.25487166666666666","-78.48397333333334"
"2025-11-27 12:13:39","2025-11-27 12:13:41","68.00","-0.25409","-78.48366222222222"
"2025-11-27 12:13:44","2025-11-27 12:13:45","69.00","-0.25328833333333334","-78.4833511111111"
"2025-11-27 12:13:49","2025-11-27 12:13:50","72.00","-0.2524516666666667","-78.48302222222222"
"2025-11-27 12:13:54","2025-11-27 12:13:55","76.00","-0.251555","-78.48275555555556"
"2025-11-27 12:13:59","2025-11-27 12:14:01","77.00","-0.25059722222222225","-78.48269333333333"
"2025-11-27 12:14:04","2025-11-27 12:14:06","78.00","-0.24963333333333335","-78.48283555555555"
"2025-11-27 12:14:09","2025-11-27 12:14:11","79.00","-0.248715","-78.48317333333334"
"2025-11-27 12:14:14","2025-11-27 12:14:16","77.00","-0.24784055555555556","-78.48366222222222"
"2025-11-27 12:14:19","2025-11-27 12:14:20","76.00","-0.24698444444444445","-78.48413333333333"
"2025-11-27 12:14:24","2025-11-27 12:14:25","74.00","-0.24613166666666667","-78.48455111111112"
"2025-11-27 12:14:29","2025-11-27 12:14:30","64.00","-0.245305","-78.4848711111111"
"2025-11-27 12:14:34","2025-11-27 12:14:35","42.00","-0.2446","-78.48499555555556"
"2025-11-27 12:14:39","2025-11-27 12:14:40","46.00","-0.24408722222222223","-78.48500444444444"
"2025-11-27 12:14:44","2025-11-27 12:14:45","42.00","-0.2435277777777778","-78.48510222222222"
"2025-11-27 12:14:49","2025-11-27 12:14:50","31.00","-0.24309333333333333","-78.48522666666666"
"2025-11-27 12:14:54","2025-11-27 12:14:55","40.00","-0.24266944444444444","-78.48537777777777"
"2025-11-27 12:14:59","2025-11-27 12:15:00","36.00","-0.24219944444444444","-78.48549333333334"
"2025-11-27 12:15:14","2025-11-27 12:15:15","9.00","-0.24193944444444446","-78.48549333333334"
"2025-11-27 12:15:19","2025-11-27 12:15:20","19.00","-0.2417711111111111","-78.48556444444445"
"2025-11-27 12:15:24","2025-11-27 12:15:25","27.00","-0.24148","-78.48561777777778"
"2025-11-27 12:15:29","2025-11-27 12:15:30","36.00","-0.24106833333333333","-78.4855911111111"
"2025-11-27 12:15:34","2025-11-27 12:15:35","42.00","-0.24056333333333332","-78.48546666666667"
"2025-11-27 12:15:39","2025-11-27 12:15:40","46.00","-0.2400422222222222","-78.48527111111112"
"2025-11-27 12:15:44","2025-11-27 12:15:45","49.00","-0.23947444444444443","-78.48503111111111"
"2025-11-27 12:15:49","2025-11-27 12:15:50","49.00","-0.23891888888888888","-78.48473777777778"
"2025-11-27 12:15:54","2025-11-27 12:15:55","45.00","-0.2383661111111111","-78.4844711111111"
"2025-11-27 12:15:59","2025-11-27 12:16:01","32.00","-0.23786833333333332","-78.48438222222222"
"2025-11-27 12:16:04","2025-11-27 12:16:06","23.00","-0.2375061111111111","-78.48432"
"2025-11-27 12:16:09","2025-11-27 12:16:11","7.00","-0.237285","-78.48432888888888"
"2025-11-27 12:16:24","2025-11-27 12:16:26","22.00","-0.23708166666666666","-78.48426666666667"
"2025-11-27 12:16:29","2025-11-27 12:16:31","39.00","-0.23668111111111112","-78.48417777777777"
"2025-11-27 12:16:34","2025-11-27 12:16:36","39.00","-0.23619277777777778","-78.48413333333333"
"2025-11-27 12:16:39","2025-11-27 12:16:41","38.00","-0.23570722222222223","-78.48415111111112"
"2025-11-27 12:16:44","2025-11-27 12:16:45","32.00","-0.23527833333333334","-78.48416888888889"
"2025-11-27 12:16:49","2025-11-27 12:16:50","43.00","-0.23478944444444444","-78.48420444444444"
"2025-11-27 12:16:54","2025-11-27 12:16:55","21.00","-0.23436333333333334","-78.48420444444444"
"2025-11-27 12:17:09","2025-11-27 12:17:10","14.00","-0.23418666666666665","-78.48421333333333"
"2025-11-27 12:17:14","2025-11-27 12:17:15","40.00","-0.23382944444444445","-78.48424"
"2025-11-27 12:17:19","2025-11-27 12:17:20","46.00","-0.23326166666666667","-78.48428444444444"
"2025-11-27 12:17:24","2025-11-27 12:17:25","45.00","-0.23267166666666667","-78.48432"
"2025-11-27 12:17:29","2025-11-27 12:17:30","49.00","-0.23206555555555555","-78.48435555555555"
"2025-11-27 12:17:34","2025-11-27 12:17:35","52.00","-0.23142166666666666","-78.48439111111111"
"2025-11-27 12:17:39","2025-11-27 12:17:40","56.00","-0.23073944444444444","-78.48445333333333"
"2025-11-27 12:17:44","2025-11-27 12:17:45","53.00","-0.23003666666666667","-78.48458666666667"
"2025-11-27 12:17:49","2025-11-27 12:17:51","57.00","-0.22941444444444445","-78.48489777777777"
"2025-11-27 12:17:54","2025-11-27 12:17:56","53.00","-0.22879666666666668","-78.48527111111112"
"2025-11-27 12:17:59","2025-11-27 12:18:00","55.00","-0.228325","-78.48576"
"2025-11-27 12:18:04","2025-11-27 12:18:05","55.00","-0.2279261111111111","-78.48632"
"2025-11-27 12:18:09","2025-11-27 12:18:11","55.00","-0.22752333333333333","-78.48690666666667"
"2025-11-27 12:18:14","2025-11-27 12:18:15","66.00","-0.22711333333333333","-78.48753777777777"
"2025-11-27 12:18:19","2025-11-27 12:18:20","67.00","-0.22663777777777777","-78.4882311111111"
"2025-11-27 12:18:24","2025-11-27 12:18:25","65.00","-0.2263111111111111","-78.48898666666666"
"2025-11-27 12:18:29","2025-11-27 12:18:31","54.00","-0.22633555555555557","-78.48976888888889"
"2025-11-27 12:18:34","2025-11-27 12:18:36","33.00","-0.22654222222222223","-78.49024"
"2025-11-27 12:18:39","2025-11-27 12:18:41","51.00","-0.22681277777777778","-78.49069333333334"
"2025-11-27 12:18:44","2025-11-27 12:18:46","67.00","-0.227155","-78.49136"
"2025-11-27 12:18:49","2025-11-27 12:18:51","65.00","-0.22719444444444445","-78.49217777777778"
"2025-11-27 12:18:54","2025-11-27 12:18:56","48.00","-0.22707944444444444","-78.49292444444444"
"2025-11-27 12:18:59","2025-11-27 12:19:01","49.00","-0.2270588888888889","-78.49354666666666"
"2025-11-27 12:19:04","2025-11-27 12:19:06","56.00","-0.2273022222222222","-78.49417777777778"
"2025-11-27 12:19:09","2025-11-27 12:19:10","64.00","-0.22776","-78.49479111111111"
"2025-11-27 12:19:14","2025-11-27 12:19:15","65.00","-0.22827333333333333","-78.49543111111112"
"2025-11-27 12:19:19","2025-11-27 12:19:20","63.00","-0.22878277777777778","-78.49606222222222"
"2025-11-27 12:19:24","2025-11-27 12:19:25","60.00","-0.22925277777777778","-78.49667555555556"
"2025-11-27 12:19:29","2025-11-27 12:19:30","60.00","-0.22963166666666668","-78.49733333333333"
"2025-11-27 12:19:34","2025-11-27 12:19:35","58.00","-0.23004333333333332","-78.4979288888889"
"2025-11-27 12:19:39","2025-11-27 12:19:40","60.00","-0.23058055555555557","-78.49846222222222"
"2025-11-27 12:19:44","2025-11-27 12:19:45","59.00","-0.231105","-78.49900444444444"
"2025-11-27 12:19:49","2025-11-27 12:19:50","59.00","-0.23157777777777777","-78.49959111111112"
"2025-11-27 12:19:54","2025-11-27 12:19:55","58.00","-0.23196444444444445","-78.50024"
"2025-11-27 12:19:59","2025-11-27 12:20:00","56.00","-0.2323411111111111","-78.50088"
"2025-11-27 12:20:04","2025-11-27 12:20:05","60.00","-0.23271333333333333","-78.50153777777778"
"2025-11-27 12:20:09","2025-11-27 12:20:10","51.00","-0.233055","-78.50212444444445"
"2025-11-27 12:20:14","2025-11-27 12:20:15","41.00","-0.2333561111111111","-78.50264"
"2025-11-27 12:20:19","2025-11-27 12:20:20","31.00","-0.23352555555555554","-78.50305777777778"
"2025-11-27 12:20:24","2025-11-27 12:20:25","33.00","-0.23339222222222222","-78.50344888888888"
"2025-11-27 12:20:29","2025-11-27 12:20:30","34.00","-0.2330188888888889","-78.50368"
"2025-11-27 12:20:34","2025-11-27 12:20:35","31.00","-0.23260666666666666","-78.50373333333333"
"2025-11-27 12:20:39","2025-11-27 12:20:40","27.00","-0.23222555555555555","-78.50371555555556"
"2025-11-27 12:20:54","2025-11-27 12:20:56","13.00","-0.23191444444444445","-78.50369777777777"
"2025-11-27 12:20:59","2025-11-27 12:21:00","20.00","-0.2316761111111111","-78.50369777777777"
"2025-11-27 12:21:04","2025-11-27 12:21:05","19.00","-0.23144555555555554","-78.50370666666667"
"2025-11-27 12:21:09","2025-11-27 12:21:10","17.00","-0.2312077777777778","-78.50375111111111"
"2025-11-27 12:21:14","2025-11-27 12:21:15","21.00","-0.23105222222222221","-78.50395555555555"
"2025-11-27 12:21:19","2025-11-27 12:21:20","18.00","-0.23088","-78.50412444444444"
"2025-11-27 12:21:24","2025-11-27 12:21:25","29.00","-0.230705","-78.50432888888889"
"2025-11-27 12:21:29","2025-11-27 12:21:31","32.00","-0.23046833333333333","-78.50465777777778"
"2025-11-27 12:21:34","2025-11-27 12:21:36","36.00","-0.23039555555555555","-78.50508444444445"
"2025-11-27 12:21:39","2025-11-27 12:21:41","35.00","-0.23029666666666668","-78.50553777777777"
"2025-11-27 12:21:44","2025-11-27 12:21:46","31.00","-0.2301622222222222","-78.50597333333333"
"2025-11-27 12:21:48","2025-11-27 12:21:50","27.00","-0.2299761111111111","-78.50617777777778"
"2025-11-27 12:21:49","2025-11-27 12:21:51","27.00","-0.2299161111111111","-78.50622222222222"
"2025-11-27 12:21:54","2025-11-27 12:21:56","33.00","-0.22956","-78.50635555555556"
"2025-11-27 12:21:59","2025-11-27 12:22:01","30.00","-0.22914277777777778","-78.50652444444444"
"2025-11-27 12:22:04","2025-11-27 12:22:05","21.00","-0.2288338888888889","-78.50660444444445"
"2025-11-27 12:22:14","2025-11-27 12:22:15","10.00","-0.22855666666666666","-78.50672"
"2025-11-27 12:22:16","2025-11-27 12:22:17","15.00","-0.22855833333333334","-78.50678222222223"
"2025-11-27 12:22:19","2025-11-27 12:22:20","25.00","-0.228685","-78.50686222222222"
"2025-11-27 12:22:24","2025-11-27 12:22:25","19.00","-0.2289688888888889","-78.5068888888889"
"2025-11-27 12:22:49","2025-11-27 12:22:51","0","-0.22911833333333334","-78.50686222222222"
"2025-11-27 12:26:27","2025-11-27 12:26:29","0","-0.22924055555555556","-78.50679111111111"
"2025-11-27 12:27:44","2025-11-27 12:27:45","11.00","-0.229405","-78.50673777777777"
"2025-11-27 12:27:49","2025-11-27 12:27:50","10.00","-0.22955333333333333","-78.50670222222222"
"2025-11-27 12:28:47","2025-11-27 12:28:49","0","-0.22975555555555555","-78.50656888888889"
"2025-11-27 12:34:39","2025-11-27 12:34:40","15.00","-0.23008333333333333","-78.50630222222222"
"2025-11-27 12:34:44","2025-11-27 12:34:45","37.00","-0.23028166666666666","-78.50603555555556"
"2025-11-27 12:34:49","2025-11-27 12:34:50","48.00","-0.230445","-78.50552"
"2025-11-27 12:34:54","2025-11-27 12:34:55","45.00","-0.23057944444444445","-78.50492444444444"
"2025-11-27 12:34:59","2025-11-27 12:35:00","37.00","-0.23076","-78.50444444444445"
"2025-11-27 12:35:03","2025-11-27 12:35:04","36.00","-0.23104833333333333","-78.50424"
"2025-11-27 12:35:04","2025-11-27 12:35:05","36.00","-0.23113111111111112","-78.50419555555555"
"2025-11-27 12:35:09","2025-11-27 12:35:10","9.00","-0.23143111111111112","-78.50409777777777"
"2025-11-27 12:35:19","2025-11-27 12:35:20","22.00","-0.23159722222222223","-78.50409777777777"
"2025-11-27 12:35:24","2025-11-27 12:35:25","36.00","-0.23196944444444445","-78.50425777777778"
"2025-11-27 12:35:29","2025-11-27 12:35:30","35.00","-0.23233777777777778","-78.50455111111111"
"2025-11-27 12:35:34","2025-11-27 12:35:35","37.00","-0.23279055555555556","-78.50465777777778"
"2025-11-27 12:35:39","2025-11-27 12:35:41","35.00","-0.2331938888888889","-78.50454222222223"
"2025-11-27 12:35:44","2025-11-27 12:35:46","55.00","-0.23350666666666667","-78.50404444444445"
"2025-11-27 12:35:49","2025-11-27 12:35:50","38.00","-0.23354222222222223","-78.50341333333333"
"2025-11-27 12:35:54","2025-11-27 12:35:56","29.00","-0.233595","-78.50307555555555"
"2025-11-27 12:35:59","2025-11-27 12:36:01","50.00","-0.2334761111111111","-78.50256"
"2025-11-27 12:36:04","2025-11-27 12:36:06","62.00","-0.23310944444444445","-78.50191111111111"
"2025-11-27 12:36:09","2025-11-27 12:36:11","55.00","-0.23276222222222223","-78.50123555555555"
"2025-11-27 12:36:14","2025-11-27 12:36:15","51.00","-0.23240666666666668","-78.50065777777777"
"2025-11-27 12:36:19","2025-11-27 12:36:21","56.00","-0.23203277777777778","-78.50008"
"2025-11-27 12:36:24","2025-11-27 12:36:25","56.00","-0.23166333333333333","-78.49947555555555"
"2025-11-27 12:36:29","2025-11-27 12:36:30","61.00","-0.23119222222222222","-78.49888"
"2025-11-27 12:36:34","2025-11-27 12:36:36","54.00","-0.2306988888888889","-78.49834666666666"
"2025-11-27 12:36:39","2025-11-27 12:36:41","59.00","-0.23017444444444443","-78.49781333333334"
"2025-11-27 12:36:44","2025-11-27 12:36:46","60.00","-0.22973166666666667","-78.49722666666666"
"2025-11-27 12:36:49","2025-11-27 12:36:50","60.00","-0.22936777777777778","-78.49655111111112"
"2025-11-27 12:36:54","2025-11-27 12:36:55","59.00","-0.22889777777777778","-78.49593777777778"
"2025-11-27 12:36:59","2025-11-27 12:37:00","62.00","-0.22842666666666667","-78.49536"
"2025-11-27 12:37:04","2025-11-27 12:37:05","59.00","-0.22794944444444445","-78.49476444444444"
"2025-11-27 12:37:09","2025-11-27 12:37:10","58.00","-0.2275061111111111","-78.49418666666666"
"2025-11-27 12:37:14","2025-11-27 12:37:15","58.00","-0.22721555555555556","-78.4935111111111"
"2025-11-27 12:37:19","2025-11-27 12:37:20","58.00","-0.2272661111111111","-78.49278222222222"
"2025-11-27 12:37:24","2025-11-27 12:37:25","52.00","-0.22736111111111112","-78.49208888888889"
"2025-11-27 12:37:29","2025-11-27 12:37:30","54.00","-0.22736777777777778","-78.49141333333333"
"2025-11-27 12:37:34","2025-11-27 12:37:35","44.00","-0.22716833333333333","-78.49082666666666"
"2025-11-27 12:37:39","2025-11-27 12:37:40","29.00","-0.22694666666666666","-78.49044444444445"
"2025-11-27 12:37:44","2025-11-27 12:37:45","33.00","-0.22677777777777777","-78.49010666666666"
"2025-11-27 12:37:49","2025-11-27 12:37:50","40.00","-0.2266088888888889","-78.48966222222222"
"2025-11-27 12:37:54","2025-11-27 12:37:55","53.00","-0.22652444444444444","-78.48905777777777"
"2025-11-27 12:37:59","2025-11-27 12:38:00","55.00","-0.2266788888888889","-78.4884"
"2025-11-27 12:38:04","2025-11-27 12:38:05","57.00","-0.227095","-78.48782222222222"
"2025-11-27 12:38:09","2025-11-27 12:38:10","57.00","-0.22754833333333332","-78.48725333333333"
"2025-11-27 12:38:14","2025-11-27 12:38:15","52.00","-0.22792444444444446","-78.4866488888889"
"2025-11-27 12:38:19","2025-11-27 12:38:20","38.00","-0.22823888888888888","-78.48618666666667"
"2025-11-27 12:38:24","2025-11-27 12:38:25","46.00","-0.228545","-78.48576"
"2025-11-27 12:38:29","2025-11-27 12:38:30","43.00","-0.22894944444444446","-78.48534222222223"
"2025-11-27 12:38:34","2025-11-27 12:38:35","30.00","-0.22930166666666665","-78.48509333333334"
"2025-11-27 12:38:39","2025-11-27 12:38:40","37.00","-0.22968222222222223","-78.48490666666666"
"2025-11-27 12:38:44","2025-11-27 12:38:46","36.00","-0.2301161111111111","-78.48474666666667"
"2025-11-27 12:38:49","2025-11-27 12:38:51","35.00","-0.23052166666666668","-78.48463111111111"
"2025-11-27 12:38:54","2025-11-27 12:38:56","34.00","-0.23096333333333333","-78.48455111111112"
"2025-11-27 12:38:59","2025-11-27 12:39:01","30.00","-0.2313611111111111","-78.48452444444445"
"2025-11-27 12:39:04","2025-11-27 12:39:05","37.00","-0.23179055555555556","-78.48450666666666"
"2025-11-27 12:39:09","2025-11-27 12:39:10","43.00","-0.23231","-78.48448888888889"
"2025-11-27 12:39:14","2025-11-27 12:39:15","50.00","-0.23288777777777778","-78.48446222222222"
"2025-11-27 12:39:19","2025-11-27 12:39:20","54.00","-0.23352222222222221","-78.48442666666666"
"2025-11-27 12:39:24","2025-11-27 12:39:25","62.00","-0.23424444444444445","-78.48438222222222"
"2025-11-27 12:39:29","2025-11-27 12:39:30","57.00","-0.235015","-78.48434666666667"
"2025-11-27 12:39:34","2025-11-27 12:39:35","47.00","-0.23565166666666668","-78.48445333333333"
"2025-11-27 12:39:39","2025-11-27 12:39:40","52.00","-0.23624777777777778","-78.48451555555556"
"2025-11-27 12:39:44","2025-11-27 12:39:45","20.00","-0.23679166666666668","-78.48458666666667"
"2025-11-27 12:39:54","2025-11-27 12:39:55","10.00","-0.23697722222222223","-78.48459555555556"
"2025-11-27 12:39:59","2025-11-27 12:40:00","21.00","-0.23719","-78.48463111111111"
"2025-11-27 12:40:04","2025-11-27 12:40:05","20.00","-0.2374938888888889","-78.48463111111111"
"2025-11-27 12:40:09","2025-11-27 12:40:10","8.00","-0.23764722222222223","-78.48463111111111"
"2025-11-27 12:40:19","2025-11-27 12:40:21","8.00","-0.23756888888888889","-78.48456888888889"
"2025-11-27 12:40:24","2025-11-27 12:40:25","8.00","-0.23758944444444444","-78.48453333333333"
"2025-11-27 12:40:41","2025-11-27 12:40:43","0","-0.23762166666666668","-78.48476444444445"
"2025-11-27 12:40:49","2025-11-27 12:40:51","11.00","-0.23760777777777778","-78.48479111111111"
"2025-11-27 12:40:53","2025-11-27 12:40:55","26.00","-0.23777","-78.4848711111111"
"2025-11-27 12:40:54","2025-11-27 12:40:56","27.00","-0.23782944444444445","-78.48489777777777"
"2025-11-27 12:40:59","2025-11-27 12:41:01","46.00","-0.23828166666666667","-78.48511111111111"
"2025-11-27 12:41:04","2025-11-27 12:41:06","39.00","-0.23882555555555557","-78.48532444444444"
"2025-11-27 12:41:09","2025-11-27 12:41:11","48.00","-0.23931444444444444","-78.4856"
"2025-11-27 12:41:14","2025-11-27 12:41:16","55.00","-0.2399211111111111","-78.48576888888888"
"2025-11-27 12:41:19","2025-11-27 12:41:20","62.00","-0.24073","-78.48587555555555"
"2025-11-27 12:41:24","2025-11-27 12:41:25","42.00","-0.24138944444444443","-78.48597333333333"
"2025-11-27 12:41:29","2025-11-27 12:41:30","40.00","-0.24184666666666665","-78.48597333333333"
"2025-11-27 12:41:34","2025-11-27 12:41:35","54.00","-0.24250055555555555","-78.48585777777778"
"2025-11-27 12:41:39","2025-11-27 12:41:40","61.00","-0.24326444444444445","-78.48569777777777"
"2025-11-27 12:41:44","2025-11-27 12:41:45","61.00","-0.24404833333333334","-78.48551111111111"
"2025-11-27 12:41:49","2025-11-27 12:41:50","60.00","-0.24483333333333332","-78.48533333333333"
"2025-11-27 12:41:54","2025-11-27 12:41:55","33.00","-0.2454522222222222","-78.48521777777778"
"2025-11-27 12:42:04","2025-11-27 12:42:06","30.00","-0.24584666666666666","-78.48506666666667"
"2025-11-27 12:42:09","2025-11-27 12:42:10","55.00","-0.24636166666666667","-78.4848711111111"
"2025-11-27 12:42:14","2025-11-27 12:42:15","58.00","-0.24703333333333333","-78.48455111111112"
"2025-11-27 12:42:19","2025-11-27 12:42:20","60.00","-0.2476861111111111","-78.48417777777777"
"2025-11-27 12:42:24","2025-11-27 12:42:25","62.00","-0.248385","-78.48376888888889"
"2025-11-27 12:42:29","2025-11-27 12:42:30","61.00","-0.24908666666666668","-78.48339555555556"
"2025-11-27 12:42:34","2025-11-27 12:42:35","64.00","-0.24984666666666666","-78.48312888888888"
"2025-11-27 12:42:39","2025-11-27 12:42:41","62.00","-0.2506466666666667","-78.48302222222222"
"2025-11-27 12:42:44","2025-11-27 12:42:45","53.00","-0.25135166666666664","-78.48304888888889"
"2025-11-27 12:42:49","2025-11-27 12:42:51","55.00","-0.25203055555555554","-78.48317333333334"
"2025-11-27 12:42:54","2025-11-27 12:42:56","46.00","-0.2526216666666667","-78.48338666666666"
"2025-11-27 12:42:59","2025-11-27 12:43:01","52.00","-0.25319444444444444","-78.48363555555555"
"2025-11-27 12:43:04","2025-11-27 12:43:06","47.00","-0.25379722222222223","-78.48387555555556"
"2025-11-27 12:43:09","2025-11-27 12:43:10","19.00","-0.2541511111111111","-78.48403555555555"
"2025-11-27 12:43:14","2025-11-27 12:43:15","15.00","-0.2543783333333333","-78.48414222222222"
"2025-11-27 12:43:24","2025-11-27 12:43:25","22.00","-0.25457722222222223","-78.48421333333333"
