"Fecha y Hora del Equipo","Fecha y Hora de Registro","Velocidad (Km/h)","Latitud","Longitud"
"2025-11-27 12:06:09","2025-11-27 12:06:11","71.00","-0.29388","-78.46294222222222"
"2025-11-27 12:06:14","2025-11-27 12:06:16","74.00","-0.293135","-78.4634311111111"
"2025-11-27 12:06:19","2025-11-27 12:06:20","78.00","-0.2923288888888889","-78.46397333333333"
"2025-11-27 12:06:24","2025-11-27 12:06:25","78.00","-0.29151166666666667","-78.46451555555555"
"2025-11-27 12:06:29","2025-11-27 12:06:30","82.00","-0.29068666666666665","-78.46507555555556"
"2025-11-27 12:06:34","2025-11-27 12:06:35","88.00","-0.28979166666666667","-78.4656711111111"
"2025-11-27 12:06:39","2025-11-27 12:06:40","88.00","-0.2888716666666667","-78.46628444444444"
"2025-11-27 12:06:44","2025-11-27 12:06:45","86.00","-0.28796222222222223","-78.46688"
"2025-11-27 12:06:49","2025-11-27 12:06:50","85.00","-0.2870638888888889","-78.46748444444444"
"2025-11-27 12:06:54","2025-11-27 12:06:55","84.00","-0.2861633333333333","-78.46805333333333"
"2025-11-27 12:06:59","2025-11-27 12:07:00","86.00","-0.2852677777777778","-78.4686488888889"
"2025-11-27 12:07:04","2025-11-27 12:07:05","81.00","-0.2843811111111111","-78.46926222222223"
